,from,from_rounded,from_location,to_haven,trip_ID,vessel_mmsi,geometry
10306,2022-09-05 11:10:59+00:00,2022-09-05 11:00:00+00:00,"[4.07433, 51.98063]",AMALIA,5869,219609000,POINT (4.07433 51.98063)
10307,2022-09-05 13:42:35+00:00,2022-09-05 14:00:00+00:00,"[4.40599, 51.88529]",PWAH,5870,314292000,POINT (4.40599 51.88529)
10308,2022-09-05 13:12:01+00:00,2022-09-05 13:00:00+00:00,"[4.14032, 51.9579]",7PET,5871,256338000,POINT (4.14032 51.9579)
10309,2022-09-05 13:17:09+00:00,2022-09-05 13:00:00+00:00,"[4.15348, 51.95175]",7PET,5871,256338000,POINT (4.15348 51.95175)
10311,2022-09-05 14:02:41+00:00,2022-09-05 14:00:00+00:00,"[4.61134, 51.70553]",,5873,245502000,POINT (4.61134 51.70553)
10316,2022-09-05 14:32:58+00:00,2022-09-05 15:00:00+00:00,"[4.06045, 51.98527]",PET8,5877,241724000,POINT (4.06045 51.98527)
10317,2022-09-05 14:33:00+00:00,2022-09-05 15:00:00+00:00,"[4.06045, 51.98527]",PET8,5877,241724000,POINT (4.06045 51.98527)
10318,2022-09-05 14:27:56+00:00,2022-09-05 14:00:00+00:00,"[4.04932, 51.98882]",PET8,5877,241724000,POINT (4.04932 51.98882)
10319,2022-09-05 14:32:56+00:00,2022-09-05 15:00:00+00:00,"[4.06045, 51.98527]",PET8,5877,241724000,POINT (4.06045 51.98527)
10320,2022-09-05 15:53:31+00:00,2022-09-05 16:00:00+00:00,"[4.60819, 51.7029]",,5878,305794000,POINT (4.60819 51.7029)
10326,2022-09-05 16:03:38+00:00,2022-09-05 16:00:00+00:00,"[4.15167, 51.9525]",CKVTTI,5882,311517000,POINT (4.15167 51.9525)
10327,2022-09-05 15:58:42+00:00,2022-09-05 16:00:00+00:00,"[4.13783, 51.95867]",CKVTTI,5882,311517000,POINT (4.13783 51.95867)
10329,2022-09-05 17:44:29+00:00,2022-09-05 18:00:00+00:00,"[4.14718, 51.95511]",CKVTTI,5884,403639000,POINT (4.14718 51.95511)
10330,2022-09-05 17:44:29+00:00,2022-09-05 18:00:00+00:00,"[4.14718, 51.95511]",CKVTTI,5884,403639000,POINT (4.14718 51.95511)
10336,2022-09-05 18:39:39+00:00,2022-09-05 19:00:00+00:00,"[4.0746, 51.97943]",EURO,5888,538006053,POINT (4.0746 51.97943)
10337,2022-09-05 18:39:53+00:00,2022-09-05 19:00:00+00:00,"[4.0746, 51.97943]",EURO,5888,538006053,POINT (4.0746 51.97943)
10340,2022-09-05 18:19:41+00:00,2022-09-05 18:00:00+00:00,"[4.28649, 51.89788]",BOTL,5890,538009886,POINT (4.28649 51.89788)
10341,2022-09-05 18:19:39+00:00,2022-09-05 18:00:00+00:00,"[4.28649, 51.89788]",BOTL,5890,538009886,POINT (4.28649 51.89788)
10344,2022-09-05 19:30:10+00:00,2022-09-05 20:00:00+00:00,"[4.26998, 51.90378]",3PET,5892,636014488,POINT (4.26998 51.90378)
10345,2022-09-05 19:40:09+00:00,2022-09-05 20:00:00+00:00,"[4.29753, 51.89588]",3PET,5892,636014488,POINT (4.29753 51.89588)
10349,2022-09-05 19:45:17+00:00,2022-09-05 20:00:00+00:00,"[4.14574, 51.95465]",CKVTTI,5895,538006923,POINT (4.14574 51.95465)
10350,2022-09-05 19:45:12+00:00,2022-09-05 20:00:00+00:00,"[4.14574, 51.95465]",CKVTTI,5895,538006923,POINT (4.14574 51.95465)
10351,2022-09-05 20:45:13+00:00,2022-09-05 21:00:00+00:00,"[4.37422, 51.8989]",WAAL,5896,538008706,POINT (4.37422 51.8989)
10352,2022-09-05 20:45:30+00:00,2022-09-05 21:00:00+00:00,"[4.37422, 51.8989]",WAAL,5896,538008706,POINT (4.37422 51.8989)
10353,2022-09-05 21:20:42+00:00,2022-09-05 21:00:00+00:00,"[4.08759, 51.96845]",YANG,5897,210195000,POINT (4.08759 51.96845)
10354,2022-09-05 20:45:19+00:00,2022-09-05 21:00:00+00:00,"[4.03645, 51.9714]",ARIANE,5898,245554000,POINT (4.03645 51.9714)
10355,2022-09-05 21:40:46+00:00,2022-09-05 22:00:00+00:00,"[4.28878, 51.89735]",3PET,5899,229424000,POINT (4.28878 51.89735)
10356,2022-09-05 21:35:46+00:00,2022-09-05 22:00:00+00:00,"[4.29078, 51.8969]",BOTL,5900,538010041,POINT (4.29078 51.8969)
10357,2022-09-05 21:30:45+00:00,2022-09-05 22:00:00+00:00,"[4.27822, 51.90043]",BOTL,5900,538010041,POINT (4.27822 51.90043)
10361,2022-09-05 21:55:50+00:00,2022-09-05 22:00:00+00:00,"[4.06493, 51.9831]",EURO,5902,566780000,POINT (4.06493 51.9831)
10362,2022-09-05 21:55:52+00:00,2022-09-05 22:00:00+00:00,"[4.06493, 51.9831]",EURO,5902,566780000,POINT (4.06493 51.9831)
10365,2022-09-05 21:45:50+00:00,2022-09-05 22:00:00+00:00,"[4.14859, 51.95392]",7PET,5904,636017500,POINT (4.14859 51.95392)
10366,2022-09-05 21:45:46+00:00,2022-09-05 22:00:00+00:00,"[4.14859, 51.95392]",7PET,5904,636017500,POINT (4.14859 51.95392)
10367,2022-09-05 23:41:26+00:00,2022-09-06 00:00:00+00:00,"[4.18927, 51.93508]",CKVTTI,5905,257162000,POINT (4.18927 51.93508)
10368,2022-09-05 23:51:30+00:00,2022-09-06 00:00:00+00:00,"[4.20473, 51.92461]",CKVTTI,5906,636021051,POINT (4.20473 51.92461)
10369,2022-09-05 23:51:29+00:00,2022-09-06 00:00:00+00:00,"[4.20473, 51.92461]",CKVTTI,5906,636021051,POINT (4.20473 51.92461)
10372,2022-09-05 23:16:18+00:00,2022-09-05 23:00:00+00:00,"[4.08162, 51.97678]",YANG,5908,538006030,POINT (4.08162 51.97678)
10373,2022-09-05 23:16:20+00:00,2022-09-05 23:00:00+00:00,"[4.06767, 51.98179]",YANG,5908,538006030,POINT (4.06767 51.98179)
10376,2022-09-06 00:06:32+00:00,2022-09-06 00:00:00+00:00,"[4.05554, 51.98636]",AMALIA,5911,357992000,POINT (4.05554 51.98636)
10377,2022-09-06 00:06:38+00:00,2022-09-06 00:00:00+00:00,"[4.05554, 51.98636]",AMALIA,5911,357992000,POINT (4.05554 51.98636)
10378,2022-09-06 02:42:49+00:00,2022-09-06 03:00:00+00:00,"[4.62657, 51.7702]",,5912,636016911,POINT (4.62657 51.7702)
10379,2022-09-06 03:23:12+00:00,2022-09-06 03:00:00+00:00,"[4.61472, 51.70822]",,5912,636016911,POINT (4.61472 51.70822)
10380,2022-09-06 03:23:20+00:00,2022-09-06 03:00:00+00:00,"[4.61472, 51.70822]",,5912,636016911,POINT (4.61472 51.70822)
10381,2022-09-06 02:12:35+00:00,2022-09-06 02:00:00+00:00,"[4.33393, 51.89428]",2PET,5913,351578000,POINT (4.33393 51.89428)
10382,2022-09-06 02:17:37+00:00,2022-09-06 02:00:00+00:00,"[4.34147, 51.89534]",2PET,5913,351578000,POINT (4.34147 51.89534)
10383,2022-09-06 03:08:06+00:00,2022-09-06 03:00:00+00:00,"[4.06825, 51.9818]",AMAZ,5914,563133400,POINT (4.06825 51.9818)
10384,2022-09-06 03:13:09+00:00,2022-09-06 03:00:00+00:00,"[4.08185, 51.97655]",AMAZ,5914,563133400,POINT (4.08185 51.97655)
10387,2022-09-06 04:43:51+00:00,2022-09-06 05:00:00+00:00,"[4.38891, 51.89663]",WAAL,5916,477023600,POINT (4.38891 51.89663)
10388,2022-09-06 04:38:42+00:00,2022-09-06 05:00:00+00:00,"[4.37469, 51.89822]",WAAL,5916,477023600,POINT (4.37469 51.89822)
10394,2022-09-06 05:56:48+00:00,2022-09-06 06:00:00+00:00,"[4.07224, 51.98049]",AMALIA,5920,563455000,POINT (4.07224 51.98049)
10401,2022-09-06 07:35:02+00:00,2022-09-06 08:00:00+00:00,"[4.06906, 51.98181]",YANG,5924,370084000,POINT (4.06906 51.98181)
10403,2022-09-06 08:35:34+00:00,2022-09-06 09:00:00+00:00,"[4.28743, 51.89777]",3PET,5926,319150000,POINT (4.28743 51.89777)
10404,2022-09-06 06:24:47+00:00,2022-09-06 06:00:00+00:00,"[4.062, 51.98448]",AMALIA,5927,228386700,POINT (4.062 51.98448)
10407,2022-09-06 08:45:40+00:00,2022-09-06 09:00:00+00:00,"[4.15703, 51.94988]",7PET,5929,241231000,POINT (4.15703 51.94988)
10408,2022-09-06 08:40:42+00:00,2022-09-06 09:00:00+00:00,"[4.1426, 51.95663]",7PET,5929,241231000,POINT (4.1426 51.95663)
10409,2022-09-06 08:15:24+00:00,2022-09-06 08:00:00+00:00,"[3.99784, 51.97184]",AMALIA,5930,215079000,POINT (3.99784 51.97184)
10411,2022-09-06 07:09:51+00:00,2022-09-06 07:00:00+00:00,"[4.32699, 51.8937]",,5932,245810000,POINT (4.32699 51.8937)
10415,2022-09-06 11:37:15+00:00,2022-09-06 12:00:00+00:00,"[4.07292, 51.98025]",EURO,5935,219075000,POINT (4.07292 51.98025)
10416,2022-09-06 11:37:19+00:00,2022-09-06 12:00:00+00:00,"[4.07292, 51.98025]",EURO,5935,219075000,POINT (4.07292 51.98025)
10419,2022-09-06 12:22:36+00:00,2022-09-06 12:00:00+00:00,"[4.06292, 51.98362]",AMALIA,5937,477634900,POINT (4.06292 51.98362)
10420,2022-09-06 12:27:39+00:00,2022-09-06 12:00:00+00:00,"[4.07502, 51.97912]",AMALIA,5937,477634900,POINT (4.07502 51.97912)
10421,2022-09-06 12:17:35+00:00,2022-09-06 12:00:00+00:00,"[4.16039, 51.94857]",BRITH,5938,432651000,POINT (4.16039 51.94857)
10422,2022-09-06 12:32:39+00:00,2022-09-06 13:00:00+00:00,"[4.19673, 51.93009]",BRITH,5938,432651000,POINT (4.19673 51.93009)
10423,2022-09-06 12:42:38+00:00,2022-09-06 13:00:00+00:00,"[4.10446, 51.97122]",4PET,5939,636014087,POINT (4.10446 51.97122)
10424,2022-09-06 12:47:42+00:00,2022-09-06 13:00:00+00:00,"[4.11909, 51.96618]",4PET,5939,636014087,POINT (4.11909 51.96618)
10428,2022-09-06 13:48:18+00:00,2022-09-06 14:00:00+00:00,"[4.05224, 51.98707]",CKMV,5942,371040000,POINT (4.05224 51.98707)
10429,2022-09-06 13:48:19+00:00,2022-09-06 14:00:00+00:00,"[4.05224, 51.98707]",CKMV,5942,371040000,POINT (4.05224 51.98707)
10430,2022-09-06 13:48:12+00:00,2022-09-06 14:00:00+00:00,"[4.05224, 51.98707]",CKMV,5942,371040000,POINT (4.05224 51.98707)
10431,2022-09-06 14:58:45+00:00,2022-09-06 15:00:00+00:00,"[4.28197, 51.8991]",TORONT,5943,357460000,POINT (4.28197 51.8991)
10432,2022-09-06 14:56:35+00:00,2022-09-06 15:00:00+00:00,"[4.28197, 51.8991]",TORONT,5943,357460000,POINT (4.28197 51.8991)
10433,2022-09-06 15:14:06+00:00,2022-09-06 15:00:00+00:00,"[4.08703, 51.96528]",AMAZ,5944,636019304,POINT (4.08703 51.96528)
10434,2022-09-06 15:14:06+00:00,2022-09-06 15:00:00+00:00,"[4.05946, 51.98378]",AMAZ,5944,636019304,POINT (4.05946 51.98378)
10438,2022-09-06 16:04:33+00:00,2022-09-06 16:00:00+00:00,"[4.14034, 51.95757]",CKVTTI,5947,538006934,POINT (4.14034 51.95757)
10441,2022-09-06 16:24:43+00:00,2022-09-06 16:00:00+00:00,"[4.35967, 51.8988]",SCHDM,5949,246519000,POINT (4.35967 51.8988)
10442,2022-09-06 16:24:43+00:00,2022-09-06 16:00:00+00:00,"[4.35967, 51.8988]",SCHDM,5949,246519000,POINT (4.35967 51.8988)
10444,2022-09-06 17:15:00+00:00,2022-09-06 17:00:00+00:00,"[4.0725, 51.98095]",EURO,5951,477307400,POINT (4.0725 51.98095)
10445,2022-09-06 17:09:54+00:00,2022-09-06 17:00:00+00:00,"[4.05652, 51.98616]",EURO,5951,477307400,POINT (4.05652 51.98616)
10453,2022-09-06 18:30:25+00:00,2022-09-06 19:00:00+00:00,"[4.0559, 51.98529]",LNG,5956,309481000,POINT (4.0559 51.98529)
10454,2022-09-06 18:30:25+00:00,2022-09-06 19:00:00+00:00,"[4.0559, 51.98529]",LNG,5956,309481000,POINT (4.0559 51.98529)
10455,2022-09-06 18:35:26+00:00,2022-09-06 19:00:00+00:00,"[4.06818, 51.98137]",LNG,5956,309481000,POINT (4.06818 51.98137)
10456,2022-09-06 20:10:58+00:00,2022-09-06 20:00:00+00:00,"[4.41659, 51.90143]",WAAL,5957,249213000,POINT (4.41659 51.90143)
10457,2022-09-06 19:05:39+00:00,2022-09-06 19:00:00+00:00,"[4.06364, 51.98337]",AMAZ,5958,372218000,POINT (4.06364 51.98337)
10458,2022-09-06 19:05:39+00:00,2022-09-06 19:00:00+00:00,"[4.06364, 51.98337]",AMAZ,5958,372218000,POINT (4.06364 51.98337)
10463,2022-09-06 20:56:11+00:00,2022-09-06 21:00:00+00:00,"[4.10038, 51.972]",5PET,5962,241779000,POINT (4.10038 51.972)
10464,2022-09-06 20:56:48+00:00,2022-09-06 21:00:00+00:00,"[4.10228, 51.97149]",5PET,5962,241779000,POINT (4.10228 51.97149)
10465,2022-09-06 21:06:15+00:00,2022-09-06 21:00:00+00:00,"[4.13311, 51.96067]",5PET,5962,241779000,POINT (4.13311 51.96067)
10469,2022-09-06 22:21:45+00:00,2022-09-06 22:00:00+00:00,"[4.61315, 51.70666]",,5965,563135500,POINT (4.61315 51.70666)
10470,2022-09-06 22:21:11+00:00,2022-09-06 22:00:00+00:00,"[4.61315, 51.70666]",,5965,563135500,POINT (4.61315 51.70666)
10477,2022-09-06 23:37:09+00:00,2022-09-07 00:00:00+00:00,"[4.06633, 51.98219]",AMAZ,5969,636092678,POINT (4.06633 51.98219)
10478,2022-09-06 23:37:08+00:00,2022-09-07 00:00:00+00:00,"[4.06633, 51.98219]",AMAZ,5969,636092678,POINT (4.06633 51.98219)
10479,2022-09-07 00:07:09+00:00,2022-09-07 00:00:00+00:00,"[4.14905, 51.95372]",7PET,5970,374402000,POINT (4.14905 51.95372)
10480,2022-09-07 00:17:16+00:00,2022-09-07 00:00:00+00:00,"[4.17539, 51.94087]",7PET,5970,374402000,POINT (4.17539 51.94087)
10482,2022-09-07 00:42:29+00:00,2022-09-07 01:00:00+00:00,"[4.34546, 51.89679]",NMBOT,5972,538004239,POINT (4.34546 51.89679)
10486,2022-09-07 00:32:22+00:00,2022-09-07 01:00:00+00:00,"[4.15858, 51.94935]",7PET,5974,241348000,POINT (4.15858 51.94935)
10487,2022-09-07 00:32:21+00:00,2022-09-07 01:00:00+00:00,"[4.15858, 51.94935]",7PET,5974,241348000,POINT (4.15858 51.94935)
10488,2022-09-07 01:37:50+00:00,2022-09-07 02:00:00+00:00,"[4.29739, 51.89611]",1PET,5975,636019203,POINT (4.29739 51.89611)
10490,2022-09-07 01:26:48+00:00,2022-09-07 01:00:00+00:00,"[4.06212, 51.98477]",PET8,5977,538008190,POINT (4.06212 51.98477)
10491,2022-09-07 01:17:42+00:00,2022-09-07 01:00:00+00:00,"[4.04259, 51.99083]",PET8,5977,538008190,POINT (4.04259 51.99083)
10492,2022-09-07 01:26:39+00:00,2022-09-07 01:00:00+00:00,"[4.06052, 51.98532]",PET8,5977,538008190,POINT (4.06052 51.98532)
10493,2022-09-07 02:08:03+00:00,2022-09-07 02:00:00+00:00,"[4.08163, 51.97944]",4PET,5978,636020892,POINT (4.08163 51.97944)
10494,2022-09-07 02:08:02+00:00,2022-09-07 02:00:00+00:00,"[4.08163, 51.97944]",4PET,5978,636020892,POINT (4.08163 51.97944)
10495,2022-09-07 02:56:47+00:00,2022-09-07 03:00:00+00:00,"[4.08651, 51.97301]",EURO,5979,636016431,POINT (4.08651 51.97301)
10496,2022-09-07 02:53:19+00:00,2022-09-07 03:00:00+00:00,"[4.0781, 51.97902]",EURO,5979,636016431,POINT (4.0781 51.97902)
10499,2022-09-07 03:13:22+00:00,2022-09-07 03:00:00+00:00,"[4.17761, 51.94057]",CKVTTI,5981,319150000,POINT (4.17761 51.94057)
10507,2022-09-07 05:54:03+00:00,2022-09-07 06:00:00+00:00,"[4.38083, 51.90028]",WILT,5986,235113663,POINT (4.38083 51.90028)
10508,2022-09-07 06:04:56+00:00,2022-09-07 06:00:00+00:00,"[4.3813, 51.90188]",WILT,5986,235113663,POINT (4.3813 51.90188)
10511,2022-09-07 06:54:58+00:00,2022-09-07 07:00:00+00:00,"[4.40042, 51.89723]",WAAL,5988,566457000,POINT (4.40042 51.89723)
10512,2022-09-07 06:49:54+00:00,2022-09-07 07:00:00+00:00,"[4.38733, 51.89662]",WAAL,5988,566457000,POINT (4.38733 51.89662)
10513,2022-09-07 06:49:53+00:00,2022-09-07 07:00:00+00:00,"[4.07124, 51.98131]",PET8,5989,219314000,POINT (4.07124 51.98131)
10514,2022-09-07 06:44:58+00:00,2022-09-07 07:00:00+00:00,"[4.05859, 51.9855]",PET8,5989,219314000,POINT (4.05859 51.9855)
10515,2022-09-07 06:44:58+00:00,2022-09-07 07:00:00+00:00,"[4.05859, 51.9855]",PET8,5989,219314000,POINT (4.05859 51.9855)
10516,2022-09-07 06:54:58+00:00,2022-09-07 07:00:00+00:00,"[4.27508, 51.90139]",BOTL,5990,265023000,POINT (4.27508 51.90139)
10517,2022-09-07 06:56:34+00:00,2022-09-07 07:00:00+00:00,"[4.27956, 51.89983]",BOTL,5990,265023000,POINT (4.27956 51.89983)
10518,2022-09-07 07:50:12+00:00,2022-09-07 08:00:00+00:00,"[4.07002, 51.9813]",YANG,5991,255806264,POINT (4.07002 51.9813)
10519,2022-09-07 08:10:22+00:00,2022-09-07 08:00:00+00:00,"[4.05865, 51.96648]",YANG,5991,255806264,POINT (4.05865 51.96648)
10520,2022-09-07 09:10:54+00:00,2022-09-07 09:00:00+00:00,"[4.34067, 51.89517]",2PET,5992,256929000,POINT (4.34067 51.89517)
10521,2022-09-07 08:40:39+00:00,2022-09-07 09:00:00+00:00,"[4.0843, 51.97675]",YANG,5993,477166500,POINT (4.0843 51.97675)
10522,2022-09-07 09:56:20+00:00,2022-09-07 10:00:00+00:00,"[4.08556, 51.95394]",6PET,5994,255804570,POINT (4.08556 51.95394)
10528,2022-09-07 11:22:05+00:00,2022-09-07 11:00:00+00:00,"[4.08153, 51.97842]",AMAZ,5998,352978199,POINT (4.08153 51.97842)
10529,2022-09-07 11:26:48+00:00,2022-09-07 11:00:00+00:00,"[4.08153, 51.97842]",AMAZ,5998,352978199,POINT (4.08153 51.97842)
10530,2022-09-07 11:22:02+00:00,2022-09-07 11:00:00+00:00,"[4.06974, 51.98198]",AMAZ,5998,352978199,POINT (4.06974 51.98198)
10531,2022-09-07 12:07:16+00:00,2022-09-07 12:00:00+00:00,"[4.16268, 51.94764]",CKVTTI,5999,215270000,POINT (4.16268 51.94764)
10532,2022-09-07 12:02:19+00:00,2022-09-07 12:00:00+00:00,"[4.1458, 51.95544]",CKVTTI,5999,215270000,POINT (4.1458 51.95544)
10533,2022-09-07 10:26:18+00:00,2022-09-07 10:00:00+00:00,"[4.07458, 51.98074]",CK7PET,6000,414215000,POINT (4.07458 51.98074)
10534,2022-09-07 10:31:22+00:00,2022-09-07 11:00:00+00:00,"[4.08516, 51.97733]",CK7PET,6000,414215000,POINT (4.08516 51.97733)
10535,2022-09-07 10:26:33+00:00,2022-09-07 10:00:00+00:00,"[4.07458, 51.98074]",CK7PET,6000,414215000,POINT (4.07458 51.98074)
10536,2022-09-07 10:26:30+00:00,2022-09-07 10:00:00+00:00,"[4.07458, 51.98074]",CK7PET,6000,414215000,POINT (4.07458 51.98074)
10537,2022-09-07 13:02:54+00:00,2022-09-07 13:00:00+00:00,"[4.40515, 51.88065]",PWAH,6001,565967000,POINT (4.40515 51.88065)
10538,2022-09-07 13:02:54+00:00,2022-09-07 13:00:00+00:00,"[4.37163, 51.89875]",PWAH,6001,565967000,POINT (4.37163 51.89875)
10542,2022-09-07 10:46:50+00:00,2022-09-07 11:00:00+00:00,"[4.17713, 51.94012]",CK7PET,6004,414215000,POINT (4.17713 51.94012)
10543,2022-09-07 10:46:39+00:00,2022-09-07 11:00:00+00:00,"[4.11387, 51.96867]",CK7PET,6004,414215000,POINT (4.11387 51.96867)
10544,2022-09-07 10:46:40+00:00,2022-09-07 11:00:00+00:00,"[4.11387, 51.96867]",CK7PET,6004,414215000,POINT (4.11387 51.96867)
10545,2022-09-07 10:46:44+00:00,2022-09-07 11:00:00+00:00,"[4.11387, 51.96867]",CK7PET,6004,414215000,POINT (4.11387 51.96867)
10547,2022-09-07 15:44:31+00:00,2022-09-07 16:00:00+00:00,"[4.38487, 51.89685]",PWAH,6006,255805553,POINT (4.38487 51.89685)
10550,2022-09-07 14:58:57+00:00,2022-09-07 15:00:00+00:00,"[4.071, 51.98147]",AMALIA,6008,220503000,POINT (4.071 51.98147)
10551,2022-09-07 14:53:55+00:00,2022-09-07 15:00:00+00:00,"[4.05742, 51.98535]",AMALIA,6008,220503000,POINT (4.05742 51.98535)
10552,2022-09-07 17:10:11+00:00,2022-09-07 17:00:00+00:00,"[4.0816, 51.97598]",EURO,6009,229846000,POINT (4.0816 51.97598)
10553,2022-09-07 17:10:06+00:00,2022-09-07 17:00:00+00:00,"[4.0816, 51.97598]",EURO,6009,229846000,POINT (4.0816 51.97598)
10565,2022-09-07 20:57:01+00:00,2022-09-07 21:00:00+00:00,"[4.29539, 51.89603]",1PET,6017,636019178,POINT (4.29539 51.89603)
10566,2022-09-07 20:56:50+00:00,2022-09-07 21:00:00+00:00,"[4.29458, 51.89618]",1PET,6017,636019178,POINT (4.29458 51.89618)
10573,2022-09-07 21:12:15+00:00,2022-09-07 21:00:00+00:00,"[4.08451, 51.97707]",5PET,6021,636019386,POINT (4.08451 51.97707)
10574,2022-09-07 21:32:16+00:00,2022-09-07 22:00:00+00:00,"[4.13652, 51.95931]",5PET,6021,636019386,POINT (4.13652 51.95931)
10575,2022-09-07 21:12:12+00:00,2022-09-07 21:00:00+00:00,"[4.08451, 51.97707]",5PET,6021,636019386,POINT (4.08451 51.97707)
10582,2022-09-07 22:37:40+00:00,2022-09-07 23:00:00+00:00,"[4.08733, 51.96703]",EURO,6025,636020543,POINT (4.08733 51.96703)
10583,2022-09-07 22:26:49+00:00,2022-09-07 22:00:00+00:00,"[4.07319, 51.98076]",EURO,6025,636020543,POINT (4.07319 51.98076)
10587,2022-09-07 23:48:03+00:00,2022-09-08 00:00:00+00:00,"[4.07837, 51.97893]",SCHEUR,6028,548950000,POINT (4.07837 51.97893)
10588,2022-09-07 23:48:05+00:00,2022-09-08 00:00:00+00:00,"[4.07837, 51.97893]",SCHEUR,6028,548950000,POINT (4.07837 51.97893)
10589,2022-09-07 22:02:33+00:00,2022-09-07 22:00:00+00:00,"[4.05061, 51.98696]",EURO,6029,636021363,POINT (4.05061 51.98696)
10596,2022-09-07 23:38:01+00:00,2022-09-08 00:00:00+00:00,"[4.08745, 51.9709]",AMALIA,6033,219578000,POINT (4.08745 51.9709)
10597,2022-09-07 23:38:05+00:00,2022-09-08 00:00:00+00:00,"[4.06567, 51.9827]",AMALIA,6033,219578000,POINT (4.06567 51.9827)
10605,2022-09-08 02:39:16+00:00,2022-09-08 03:00:00+00:00,"[4.60832, 51.70337]",,6038,271048988,POINT (4.60832 51.70337)
10606,2022-09-08 02:18:57+00:00,2022-09-08 02:00:00+00:00,"[4.28728, 51.89797]",3PET,6039,241458000,POINT (4.28728 51.89797)
10607,2022-09-08 02:19:04+00:00,2022-09-08 02:00:00+00:00,"[4.26974, 51.9039]",3PET,6039,241458000,POINT (4.26974 51.9039)
10608,2022-09-08 02:13:51+00:00,2022-09-08 02:00:00+00:00,"[4.25794, 51.90871]",3PET,6039,241458000,POINT (4.25794 51.90871)
10610,2022-09-08 03:24:39+00:00,2022-09-08 03:00:00+00:00,"[4.1053, 51.97141]",4PET,6041,538009199,POINT (4.1053 51.97141)
10611,2022-09-08 03:24:35+00:00,2022-09-08 03:00:00+00:00,"[4.1053, 51.97141]",4PET,6041,538009199,POINT (4.1053 51.97141)
10612,2022-09-08 03:44:51+00:00,2022-09-08 04:00:00+00:00,"[4.08289, 51.97784]",MISS,6042,538007238,POINT (4.08289 51.97784)
10613,2022-09-08 03:39:45+00:00,2022-09-08 04:00:00+00:00,"[4.07129, 51.98136]",MISS,6042,538007238,POINT (4.07129 51.98136)
10614,2022-09-08 03:39:39+00:00,2022-09-08 04:00:00+00:00,"[4.07129, 51.98136]",MISS,6042,538007238,POINT (4.07129 51.98136)
10618,2022-09-08 05:25:18+00:00,2022-09-08 05:00:00+00:00,"[4.08538, 51.958]",MISS,6046,303582000,POINT (4.08538 51.958)
10619,2022-09-08 05:15:26+00:00,2022-09-08 05:00:00+00:00,"[4.078, 51.97874]",MISS,6046,303582000,POINT (4.078 51.97874)
10622,2022-09-08 05:40:34+00:00,2022-09-08 06:00:00+00:00,"[4.16074, 51.94817]",7PET,6048,241293000,POINT (4.16074 51.94817)
10623,2022-09-08 05:45:28+00:00,2022-09-08 06:00:00+00:00,"[4.17215, 51.94266]",7PET,6048,241293000,POINT (4.17215 51.94266)
10624,2022-09-08 05:56:55+00:00,2022-09-08 06:00:00+00:00,"[4.34127, 51.89408]",1PET,6049,357460000,POINT (4.34127 51.89408)
10625,2022-09-08 05:56:53+00:00,2022-09-08 06:00:00+00:00,"[4.28203, 51.88693]",1PET,6049,357460000,POINT (4.28203 51.88693)
10626,2022-09-08 06:00:59+00:00,2022-09-08 06:00:00+00:00,"[4.08064, 51.97844]",6PET,6050,249981000,POINT (4.08064 51.97844)
10627,2022-09-08 05:55:55+00:00,2022-09-08 06:00:00+00:00,"[4.06633, 51.98304]",6PET,6050,249981000,POINT (4.06633 51.98304)
10628,2022-09-08 06:00:58+00:00,2022-09-08 06:00:00+00:00,"[4.05275, 51.9862]",EURO,6051,563066900,POINT (4.05275 51.9862)
10629,2022-09-08 06:46:19+00:00,2022-09-08 07:00:00+00:00,"[4.18216, 51.93714]",7PET,6052,219000034,POINT (4.18216 51.93714)
10630,2022-09-08 06:41:19+00:00,2022-09-08 07:00:00+00:00,"[4.17183, 51.9421]",7PET,6052,219000034,POINT (4.17183 51.9421)
10631,2022-09-08 07:21:44+00:00,2022-09-08 07:00:00+00:00,"[4.08697, 51.96593]",AMAZ,6053,244238000,POINT (4.08697 51.96593)
10632,2022-09-08 07:01:29+00:00,2022-09-08 07:00:00+00:00,"[4.30278, 51.89511]",1PET,6054,538005865,POINT (4.30278 51.89511)
10633,2022-09-08 07:06:34+00:00,2022-09-08 07:00:00+00:00,"[4.30278, 51.89511]",1PET,6054,538005865,POINT (4.30278 51.89511)
10634,2022-09-08 07:41:55+00:00,2022-09-08 08:00:00+00:00,"[4.05676, 51.98563]",YANG,6055,636019234,POINT (4.05676 51.98563)
10635,2022-09-08 07:46:58+00:00,2022-09-08 08:00:00+00:00,"[4.07155, 51.98107]",YANG,6055,636019234,POINT (4.07155 51.98107)
10643,2022-09-08 09:38:05+00:00,2022-09-08 10:00:00+00:00,"[4.27973, 51.8998]",2WH,6059,352978182,POINT (4.27973 51.8998)
10661,2022-09-08 11:44:16+00:00,2022-09-08 12:00:00+00:00,"[4.06743, 51.98268]",PET8,6070,240244000,POINT (4.06743 51.98268)
10662,2022-09-08 11:44:19+00:00,2022-09-08 12:00:00+00:00,"[4.06743, 51.98268]",PET8,6070,240244000,POINT (4.06743 51.98268)
10665,2022-09-08 12:14:31+00:00,2022-09-08 12:00:00+00:00,"[4.30876, 51.89094]",3PET,6072,538006934,POINT (4.30876 51.89094)
