,from,from_rounded,from_location,to_haven,trip_ID,vessel_mmsi,geometry
36391,2023-04-07 08:42:19+00:00,2023-04-07 09:00:00+00:00,"[4.27195, 51.90278]",2WH,20952,229692000,POINT (4.27195 51.90278)
36392,2023-04-07 08:37:19+00:00,2023-04-07 09:00:00+00:00,"[4.28084, 51.89944]",3PET,20953,374402000,POINT (4.28084 51.89944)
36393,2023-04-07 08:37:04+00:00,2023-04-07 09:00:00+00:00,"[4.28084, 51.89944]",3PET,20953,374402000,POINT (4.28084 51.89944)
36394,2023-04-07 08:21:52+00:00,2023-04-07 08:00:00+00:00,"[4.05922, 51.98498]",PET8,20954,241162000,POINT (4.05922 51.98498)
36395,2023-04-07 08:21:57+00:00,2023-04-07 08:00:00+00:00,"[4.05922, 51.98498]",PET8,20954,241162000,POINT (4.05922 51.98498)
36396,2023-04-07 08:21:57+00:00,2023-04-07 08:00:00+00:00,"[4.05922, 51.98498]",PET8,20954,241162000,POINT (4.05922 51.98498)
36399,2023-04-07 09:59:19+00:00,2023-04-07 10:00:00+00:00,"[4.29433, 51.89633]",1PET,20957,205144000,POINT (4.29433 51.89633)
36400,2023-04-07 10:29:37+00:00,2023-04-07 10:00:00+00:00,"[4.43969, 51.89384]",WAAL,20958,244810513,POINT (4.43969 51.89384)
36402,2023-04-07 10:39:47+00:00,2023-04-07 11:00:00+00:00,"[4.11287, 51.96843]",BENE,20960,265032000,POINT (4.11287 51.96843)
36403,2023-04-07 10:39:52+00:00,2023-04-07 11:00:00+00:00,"[4.11287, 51.96843]",BENE,20960,265032000,POINT (4.11287 51.96843)
36406,2023-04-07 10:49:44+00:00,2023-04-07 11:00:00+00:00,"[4.27959, 51.90004]",BOTL,20962,538006542,POINT (4.27959 51.90004)
36407,2023-04-07 10:49:53+00:00,2023-04-07 11:00:00+00:00,"[4.27959, 51.90004]",BOTL,20962,538006542,POINT (4.27959 51.90004)
36412,2023-04-07 12:56:16+00:00,2023-04-07 13:00:00+00:00,"[4.1533, 51.95157]",CKVTTI,20965,353491000,POINT (4.1533 51.95157)
36413,2023-04-07 12:56:03+00:00,2023-04-07 13:00:00+00:00,"[4.1533, 51.95157]",CKVTTI,20965,353491000,POINT (4.1533 51.95157)
36416,2023-04-07 12:15:25+00:00,2023-04-07 12:00:00+00:00,"[4.30205, 51.89544]",2PET,20967,563110100,POINT (4.30205 51.89544)
36417,2023-04-07 12:15:22+00:00,2023-04-07 12:00:00+00:00,"[4.30205, 51.89544]",2PET,20967,563110100,POINT (4.30205 51.89544)
36426,2023-04-07 15:34:18+00:00,2023-04-07 16:00:00+00:00,"[4.08051, 51.97696]",AMAZ,20973,355271000,POINT (4.08051 51.97696)
36427,2023-04-07 15:34:19+00:00,2023-04-07 16:00:00+00:00,"[4.08051, 51.97696]",AMAZ,20973,355271000,POINT (4.08051 51.97696)
36430,2023-04-07 14:32:42+00:00,2023-04-07 15:00:00+00:00,"[4.07023, 51.98205]",AMALIA,20975,215195000,POINT (4.07023 51.98205)
36431,2023-04-07 14:37:40+00:00,2023-04-07 15:00:00+00:00,"[4.08333, 51.97715]",AMALIA,20975,215195000,POINT (4.08333 51.97715)
36432,2023-04-07 14:32:34+00:00,2023-04-07 15:00:00+00:00,"[4.07023, 51.98205]",AMALIA,20975,215195000,POINT (4.07023 51.98205)
36433,2023-04-07 16:04:46+00:00,2023-04-07 16:00:00+00:00,"[4.16082, 51.94792]",7PET,20976,249923000,POINT (4.16082 51.94792)
36434,2023-04-07 15:59:42+00:00,2023-04-07 16:00:00+00:00,"[4.14948, 51.95328]",7PET,20976,249923000,POINT (4.14948 51.95328)
36443,2023-04-07 17:41:18+00:00,2023-04-07 18:00:00+00:00,"[4.07172, 51.98075]",EURO,20983,371218000,POINT (4.07172 51.98075)
36445,2023-04-07 17:36:11+00:00,2023-04-07 18:00:00+00:00,"[4.34733, 51.8832]",CHEM,20985,538005215,POINT (4.34733 51.8832)
36446,2023-04-07 17:20:48+00:00,2023-04-07 17:00:00+00:00,"[4.06513, 51.98271]",PET8,20986,538004032,POINT (4.06513 51.98271)
36447,2023-04-07 17:20:52+00:00,2023-04-07 17:00:00+00:00,"[4.06513, 51.98271]",PET8,20986,538004032,POINT (4.06513 51.98271)
36450,2023-04-07 18:58:35+00:00,2023-04-07 19:00:00+00:00,"[4.29723, 51.89578]",3PET,20988,538003324,POINT (4.29723 51.89578)
36451,2023-04-07 19:18:48+00:00,2023-04-07 19:00:00+00:00,"[4.38367, 51.89683]",FRISO,20989,305648000,POINT (4.38367 51.89683)
36458,2023-04-07 20:09:48+00:00,2023-04-07 20:00:00+00:00,"[4.08729, 51.9678]",EURO,20994,636019760,POINT (4.08729 51.9678)
36459,2023-04-07 20:24:57+00:00,2023-04-07 20:00:00+00:00,"[4.08782, 51.97657]",4PET,20995,636018543,POINT (4.08782 51.97657)
36460,2023-04-07 20:24:55+00:00,2023-04-07 20:00:00+00:00,"[4.08782, 51.97657]",4PET,20995,636018543,POINT (4.08782 51.97657)
36462,2023-04-07 20:14:59+00:00,2023-04-07 20:00:00+00:00,"[4.14394, 51.956]",CK7PET,20997,257895000,POINT (4.14394 51.956)
36463,2023-04-07 20:19:53+00:00,2023-04-07 20:00:00+00:00,"[4.15594, 51.95055]",CK7PET,20997,257895000,POINT (4.15594 51.95055)
36466,2023-04-07 21:51:21+00:00,2023-04-07 22:00:00+00:00,"[4.0666, 51.98231]",EURO,20999,352619000,POINT (4.0666 51.98231)
36467,2023-04-07 21:56:28+00:00,2023-04-07 22:00:00+00:00,"[4.08152, 51.97739]",EURO,20999,352619000,POINT (4.08152 51.97739)
36469,2023-04-07 22:11:30+00:00,2023-04-07 22:00:00+00:00,"[4.28519, 51.89841]",1PET,21001,538010420,POINT (4.28519 51.89841)
36470,2023-04-07 22:01:29+00:00,2023-04-07 22:00:00+00:00,"[4.25364, 51.90989]",1PET,21001,538010420,POINT (4.25364 51.90989)
36473,2023-04-07 22:01:19+00:00,2023-04-07 22:00:00+00:00,"[4.0808, 51.97705]",EURO,21003,538003853,POINT (4.0808 51.97705)
36474,2023-04-07 23:38:13+00:00,2023-04-08 00:00:00+00:00,"[4.39413, 51.89562]",PWAH,21004,255805788,POINT (4.39413 51.89562)
36475,2023-04-08 00:13:43+00:00,2023-04-08 00:00:00+00:00,"[4.15367, 51.9515]",7PET,21005,219309000,POINT (4.15367 51.9515)
36476,2023-04-08 00:03:39+00:00,2023-04-08 00:00:00+00:00,"[4.12533, 51.964]",7PET,21005,219309000,POINT (4.12533 51.964)
36477,2023-04-07 23:17:45+00:00,2023-04-07 23:00:00+00:00,"[4.04785, 51.98811]",LNG,21006,229099000,POINT (4.04785 51.98811)
36478,2023-04-07 23:23:00+00:00,2023-04-07 23:00:00+00:00,"[4.06023, 51.98399]",LNG,21006,229099000,POINT (4.06023 51.98399)
36479,2023-04-07 23:22:55+00:00,2023-04-07 23:00:00+00:00,"[4.06023, 51.98399]",LNG,21006,229099000,POINT (4.06023 51.98399)
36480,2023-04-07 23:28:15+00:00,2023-04-07 23:00:00+00:00,"[4.07114, 51.9804]",LNG,21006,229099000,POINT (4.07114 51.9804)
36484,2023-04-08 00:23:57+00:00,2023-04-08 00:00:00+00:00,"[4.07986, 51.97902]",7PET,21009,311584000,POINT (4.07986 51.97902)
36485,2023-04-08 00:29:16+00:00,2023-04-08 00:00:00+00:00,"[4.09133, 51.97551]",7PET,21009,311584000,POINT (4.09133 51.97551)
36486,2023-04-08 00:18:49+00:00,2023-04-08 00:00:00+00:00,"[4.06659, 51.98293]",7PET,21009,311584000,POINT (4.06659 51.98293)
36491,2023-04-08 03:16:38+00:00,2023-04-08 03:00:00+00:00,"[4.30268, 51.88859]",TORONT,21012,229424000,POINT (4.30268 51.88859)
36492,2023-04-08 03:16:40+00:00,2023-04-08 03:00:00+00:00,"[4.29665, 51.89596]",3PET,21013,538002583,POINT (4.29665 51.89596)
36496,2023-04-08 03:21:51+00:00,2023-04-08 03:00:00+00:00,"[4.08572, 51.96542]",AMALIA,21016,219861000,POINT (4.08572 51.96542)
36497,2023-04-08 03:21:56+00:00,2023-04-08 03:00:00+00:00,"[4.07812, 51.9623]",AMALIA,21016,219861000,POINT (4.07812 51.9623)
36498,2023-04-08 03:16:43+00:00,2023-04-08 03:00:00+00:00,"[4.05923, 51.98507]",AMALIA,21016,219861000,POINT (4.05923 51.98507)
36503,2023-04-08 06:30:17+00:00,2023-04-08 07:00:00+00:00,"[4.27621, 51.90109]",TORONT,21020,636018691,POINT (4.27621 51.90109)
36504,2023-04-08 06:30:21+00:00,2023-04-08 07:00:00+00:00,"[4.27621, 51.90109]",TORONT,21020,636018691,POINT (4.27621 51.90109)
36508,2023-04-08 08:22:40+00:00,2023-04-08 08:00:00+00:00,"[4.28241, 51.899]",3PET,21023,253690000,POINT (4.28241 51.899)
36509,2023-04-08 08:22:38+00:00,2023-04-08 08:00:00+00:00,"[4.28241, 51.899]",3PET,21023,253690000,POINT (4.28241 51.899)
36510,2023-04-08 08:22:39+00:00,2023-04-08 08:00:00+00:00,"[4.06473, 51.96546]",YANG,21024,255805788,POINT (4.06473 51.96546)
36511,2023-04-08 07:36:23+00:00,2023-04-08 08:00:00+00:00,"[4.07477, 51.97997]",5PET,21025,257032850,POINT (4.07477 51.97997)
36512,2023-04-08 07:51:41+00:00,2023-04-08 08:00:00+00:00,"[4.11255, 51.96783]",5PET,21025,257032850,POINT (4.11255 51.96783)
36520,2023-04-08 10:39:57+00:00,2023-04-08 11:00:00+00:00,"[4.17173, 51.94307]",7PET,21031,636015945,POINT (4.17173 51.94307)
36521,2023-04-08 10:34:59+00:00,2023-04-08 11:00:00+00:00,"[4.16082, 51.94836]",7PET,21031,636015945,POINT (4.16082 51.94836)
36522,2023-04-08 11:00:18+00:00,2023-04-08 11:00:00+00:00,"[4.13374, 51.96046]",CKVTTI,21032,538003924,POINT (4.13374 51.96046)
36523,2023-04-08 12:01:20+00:00,2023-04-08 12:00:00+00:00,"[4.38211, 51.8969]",PWAH,21033,255806436,POINT (4.38211 51.8969)
36524,2023-04-08 12:01:21+00:00,2023-04-08 12:00:00+00:00,"[4.16552, 51.94671]",CKVTTI,21034,538005215,POINT (4.16552 51.94671)
36529,2023-04-08 11:56:22+00:00,2023-04-08 12:00:00+00:00,"[4.04727, 51.96955]",AMALIA,21037,228402900,POINT (4.04727 51.96955)
36530,2023-04-08 11:41:14+00:00,2023-04-08 12:00:00+00:00,"[4.08624, 51.96502]",AMALIA,21037,228402900,POINT (4.08624 51.96502)
36531,2023-04-08 12:21:46+00:00,2023-04-08 12:00:00+00:00,"[4.08887, 51.9693]",AMAZ,21038,211895580,POINT (4.08887 51.9693)
36532,2023-04-08 12:11:36+00:00,2023-04-08 12:00:00+00:00,"[4.07046, 51.98146]",AMAZ,21038,211895580,POINT (4.07046 51.98146)
36536,2023-04-08 13:32:51+00:00,2023-04-08 14:00:00+00:00,"[4.37365, 51.89792]",WAAL,21041,209324000,POINT (4.37365 51.89792)
36539,2023-04-08 12:32:16+00:00,2023-04-08 13:00:00+00:00,"[4.30059, 51.89545]",WILT,21043,248884000,POINT (4.30059 51.89545)
36540,2023-04-08 13:02:41+00:00,2023-04-08 13:00:00+00:00,"[4.37322, 51.89933]",WILT,21043,248884000,POINT (4.37322 51.89933)
36541,2023-04-08 11:20:28+00:00,2023-04-08 11:00:00+00:00,"[4.12864, 51.97082]",WILT,21043,248884000,POINT (4.12864 51.97082)
36542,2023-04-08 13:58:38+00:00,2023-04-08 14:00:00+00:00,"[4.15604, 51.95032]",CKVTTI,21044,566234000,POINT (4.15604 51.95032)
36543,2023-04-08 13:58:43+00:00,2023-04-08 14:00:00+00:00,"[4.15604, 51.95032]",CKVTTI,21044,566234000,POINT (4.15604 51.95032)
36544,2023-04-08 13:27:59+00:00,2023-04-08 13:00:00+00:00,"[4.0729, 51.98089]",MISS,21045,374804000,POINT (4.0729 51.98089)
36545,2023-04-08 13:22:50+00:00,2023-04-08 13:00:00+00:00,"[4.06101, 51.98453]",MISS,21045,374804000,POINT (4.06101 51.98453)
36548,2023-04-08 13:22:31+00:00,2023-04-08 13:00:00+00:00,"[4.03687, 51.97162]",AMALIA,21047,215079000,POINT (4.03687 51.97162)
36549,2023-04-08 14:13:56+00:00,2023-04-08 14:00:00+00:00,"[4.15054, 51.95286]",7PET,21048,563052000,POINT (4.15054 51.95286)
36551,2023-04-08 14:59:54+00:00,2023-04-08 15:00:00+00:00,"[4.08274, 51.97671]",EURO,21050,636022293,POINT (4.08274 51.97671)
36552,2023-04-08 14:54:59+00:00,2023-04-08 15:00:00+00:00,"[4.06653, 51.98249]",EURO,21050,636022293,POINT (4.06653 51.98249)
36556,2023-04-08 16:10:41+00:00,2023-04-08 16:00:00+00:00,"[4.18636, 51.93553]",7PET,21053,538004239,POINT (4.18636 51.93553)
36558,2023-04-08 16:46:41+00:00,2023-04-08 17:00:00+00:00,"[4.29582, 51.88673]",CHEM,21055,353491000,POINT (4.29582 51.88673)
36559,2023-04-08 16:36:18+00:00,2023-04-08 17:00:00+00:00,"[4.30195, 51.89437]",CHEM,21055,353491000,POINT (4.30195 51.89437)
36560,2023-04-08 16:56:50+00:00,2023-04-08 17:00:00+00:00,"[4.29563, 51.89602]",CHEM,21056,636015971,POINT (4.29563 51.89602)
36561,2023-04-08 16:57:01+00:00,2023-04-08 17:00:00+00:00,"[4.29563, 51.89602]",CHEM,21056,636015971,POINT (4.29563 51.89602)
36562,2023-04-08 17:27:38+00:00,2023-04-08 17:00:00+00:00,"[4.30851, 51.89462]",1PET,21057,538005865,POINT (4.30851 51.89462)
36563,2023-04-08 17:38:08+00:00,2023-04-08 18:00:00+00:00,"[4.33812, 51.89412]",1PET,21057,538005865,POINT (4.33812 51.89412)
36565,2023-04-08 17:58:24+00:00,2023-04-08 18:00:00+00:00,"[4.11057, 51.96859]",SCHEUR,21059,538003481,POINT (4.11057 51.96859)
36569,2023-04-08 20:20:19+00:00,2023-04-08 20:00:00+00:00,"[4.06684, 51.98227]",YANG,21063,636019174,POINT (4.06684 51.98227)
36570,2023-04-08 20:25:19+00:00,2023-04-08 20:00:00+00:00,"[4.08001, 51.97814]",YANG,21063,636019174,POINT (4.08001 51.97814)
36577,2023-04-08 23:37:58+00:00,2023-04-09 00:00:00+00:00,"[4.0695, 51.98086]",EURO,21068,354505000,POINT (4.0695 51.98086)
36578,2023-04-08 23:37:58+00:00,2023-04-09 00:00:00+00:00,"[4.0695, 51.98086]",EURO,21068,354505000,POINT (4.0695 51.98086)
36582,2023-04-09 00:23:39+00:00,2023-04-09 00:00:00+00:00,"[4.05936, 51.98536]",LNG,21071,311000627,POINT (4.05936 51.98536)
36583,2023-04-09 00:23:41+00:00,2023-04-09 00:00:00+00:00,"[4.05936, 51.98536]",LNG,21071,311000627,POINT (4.05936 51.98536)
36584,2023-04-09 00:33:55+00:00,2023-04-09 01:00:00+00:00,"[4.08261, 51.97767]",LNG,21071,311000627,POINT (4.08261 51.97767)
36585,2023-04-09 00:23:39+00:00,2023-04-09 00:00:00+00:00,"[4.05936, 51.98536]",LNG,21071,311000627,POINT (4.05936 51.98536)
36588,2023-04-09 02:45:03+00:00,2023-04-09 03:00:00+00:00,"[4.07231, 51.98113]",AMAZ,21074,372955000,POINT (4.07231 51.98113)
36589,2023-04-09 02:45:02+00:00,2023-04-09 03:00:00+00:00,"[4.07231, 51.98113]",AMAZ,21074,372955000,POINT (4.07231 51.98113)
36592,2023-04-09 02:14:57+00:00,2023-04-09 02:00:00+00:00,"[4.1616, 51.94809]",7PET,21076,538006074,POINT (4.1616 51.94809)
36593,2023-04-09 02:10:00+00:00,2023-04-09 02:00:00+00:00,"[4.15195, 51.95269]",7PET,21076,538006074,POINT (4.15195 51.95269)
36599,2023-04-09 05:11:31+00:00,2023-04-09 05:00:00+00:00,"[4.30215, 51.89399]",3PET,21080,538005215,POINT (4.30215 51.89399)
36600,2023-04-09 05:22:13+00:00,2023-04-09 05:00:00+00:00,"[4.0673, 51.98194]",EURO,21081,636022116,POINT (4.0673 51.98194)
36601,2023-04-09 05:22:16+00:00,2023-04-09 05:00:00+00:00,"[4.0673, 51.98194]",EURO,21081,636022116,POINT (4.0673 51.98194)
36612,2023-04-09 09:31:18+00:00,2023-04-09 10:00:00+00:00,"[4.17628, 51.94043]",7PET,21091,215698000,POINT (4.17628 51.94043)
36613,2023-04-09 09:26:14+00:00,2023-04-09 09:00:00+00:00,"[4.07388, 51.97993]",4PET,21092,538006921,POINT (4.07388 51.97993)
36614,2023-04-09 09:31:16+00:00,2023-04-09 10:00:00+00:00,"[4.09044, 51.97544]",4PET,21092,538006921,POINT (4.09044 51.97544)
36618,2023-04-09 09:41:11+00:00,2023-04-09 10:00:00+00:00,"[4.05733, 51.98572]",PET8,21095,636019229,POINT (4.05733 51.98572)
36619,2023-04-09 09:41:18+00:00,2023-04-09 10:00:00+00:00,"[4.05733, 51.98572]",PET8,21095,636019229,POINT (4.05733 51.98572)
36620,2023-04-09 09:41:00+00:00,2023-04-09 10:00:00+00:00,"[4.05733, 51.98572]",PET8,21095,636019229,POINT (4.05733 51.98572)
36621,2023-04-09 09:41:20+00:00,2023-04-09 10:00:00+00:00,"[4.05733, 51.98572]",PET8,21095,636019229,POINT (4.05733 51.98572)
36624,2023-04-09 11:33:34+00:00,2023-04-09 12:00:00+00:00,"[4.15909, 51.94909]",7PET,21097,636021568,POINT (4.15909 51.94909)
36625,2023-04-09 11:28:28+00:00,2023-04-09 11:00:00+00:00,"[4.14378, 51.95614]",7PET,21097,636021568,POINT (4.14378 51.95614)
36626,2023-04-09 11:48:54+00:00,2023-04-09 12:00:00+00:00,"[4.06982, 51.98129]",EURO,21098,636020499,POINT (4.06982 51.98129)
36627,2023-04-09 11:48:56+00:00,2023-04-09 12:00:00+00:00,"[4.06982, 51.98129]",EURO,21098,636020499,POINT (4.06982 51.98129)
36628,2023-04-09 12:04:17+00:00,2023-04-09 12:00:00+00:00,"[4.31759, 51.89374]",1PET,21099,215079000,POINT (4.31759 51.89374)
36636,2023-04-09 13:04:59+00:00,2023-04-09 13:00:00+00:00,"[4.05394, 51.98567]",AMALIA,21104,564398000,POINT (4.05394 51.98567)
36637,2023-04-09 13:09:54+00:00,2023-04-09 13:00:00+00:00,"[4.06848, 51.98185]",AMALIA,21104,564398000,POINT (4.06848 51.98185)
36642,2023-04-09 14:10:23+00:00,2023-04-09 14:00:00+00:00,"[4.3051, 51.88828]",TORONT,21107,636019173,POINT (4.3051 51.88828)
36643,2023-04-09 14:15:20+00:00,2023-04-09 14:00:00+00:00,"[4.06579, 51.98269]",CKMV,21108,215881000,POINT (4.06579 51.98269)
36644,2023-04-09 14:15:29+00:00,2023-04-09 14:00:00+00:00,"[4.06579, 51.98269]",CKMV,21108,215881000,POINT (4.06579 51.98269)
36652,2023-04-09 14:40:57+00:00,2023-04-09 15:00:00+00:00,"[4.08076, 51.9765]",PET8,21114,257896000,POINT (4.08076 51.9765)
36653,2023-04-09 15:06:41+00:00,2023-04-09 15:00:00+00:00,"[4.08749, 51.9729]",AMALIA,21115,256728000,POINT (4.08749 51.9729)
36656,2023-04-09 15:47:24+00:00,2023-04-09 16:00:00+00:00,"[4.0517, 51.9681]",AMALIA,21117,219133000,POINT (4.0517 51.9681)
36657,2023-04-09 16:23:16+00:00,2023-04-09 16:00:00+00:00,"[4.34013, 51.89521]",NMBOT,21118,538004239,POINT (4.34013 51.89521)
36658,2023-04-09 16:33:21+00:00,2023-04-09 17:00:00+00:00,"[4.07311, 51.98054]",6PET,21119,248439000,POINT (4.07311 51.98054)
36661,2023-04-09 17:49:59+00:00,2023-04-09 18:00:00+00:00,"[4.39898, 51.89282]",PWAH,21121,636091136,POINT (4.39898 51.89282)
36669,2023-04-09 19:56:21+00:00,2023-04-09 20:00:00+00:00,"[4.07054, 51.98077]",EURO,21126,636020869,POINT (4.07054 51.98077)
36670,2023-04-09 19:56:19+00:00,2023-04-09 20:00:00+00:00,"[4.07054, 51.98077]",EURO,21126,636020869,POINT (4.07054 51.98077)
36671,2023-04-09 21:07:04+00:00,2023-04-09 21:00:00+00:00,"[4.44147, 51.89089]",WAAL,21127,231355000,POINT (4.44147 51.89089)
36674,2023-04-09 21:38:19+00:00,2023-04-09 22:00:00+00:00,"[4.05792, 51.98427]",AMAZ,21129,229842000,POINT (4.05792 51.98427)
36675,2023-04-09 21:48:21+00:00,2023-04-09 22:00:00+00:00,"[4.0828, 51.97482]",AMAZ,21129,229842000,POINT (4.0828 51.97482)
36687,2023-04-10 01:00:26+00:00,2023-04-10 01:00:00+00:00,"[4.06589, 51.983]",LNG,21137,309481000,POINT (4.06589 51.983)
36688,2023-04-10 01:00:31+00:00,2023-04-10 01:00:00+00:00,"[4.06589, 51.983]",LNG,21137,309481000,POINT (4.06589 51.983)
36689,2023-04-10 01:00:26+00:00,2023-04-10 01:00:00+00:00,"[4.06589, 51.983]",LNG,21137,309481000,POINT (4.06589 51.983)
36690,2023-04-10 01:00:30+00:00,2023-04-10 01:00:00+00:00,"[4.06589, 51.983]",LNG,21137,309481000,POINT (4.06589 51.983)
36691,2023-04-10 01:41:22+00:00,2023-04-10 02:00:00+00:00,"[4.05953, 51.98497]",AMAZ,21138,352978199,POINT (4.05953 51.98497)
36692,2023-04-10 01:51:28+00:00,2023-04-10 02:00:00+00:00,"[4.08263, 51.97693]",AMAZ,21138,352978199,POINT (4.08263 51.97693)
36693,2023-04-10 01:41:26+00:00,2023-04-10 02:00:00+00:00,"[4.05953, 51.98497]",AMAZ,21138,352978199,POINT (4.05953 51.98497)
36697,2023-04-10 03:44:07+00:00,2023-04-10 04:00:00+00:00,"[4.30485, 51.88887]",2WH,21141,563052000,POINT (4.30485 51.88887)
36698,2023-04-10 03:44:07+00:00,2023-04-10 04:00:00+00:00,"[4.07542, 51.98071]",EURO,21142,255805929,POINT (4.07542 51.98071)
36699,2023-04-10 03:44:03+00:00,2023-04-10 04:00:00+00:00,"[4.07542, 51.98071]",EURO,21142,255805929,POINT (4.07542 51.98071)
36702,2023-04-10 06:00:44+00:00,2023-04-10 06:00:00+00:00,"[4.31357, 51.89375]",1PET,21144,372341000,POINT (4.31357 51.89375)
36703,2023-04-10 06:00:58+00:00,2023-04-10 06:00:00+00:00,"[4.31357, 51.89375]",1PET,21144,372341000,POINT (4.31357 51.89375)
36704,2023-04-10 05:55:58+00:00,2023-04-10 06:00:00+00:00,"[4.0566, 51.98516]",EURO,21145,636014971,POINT (4.0566 51.98516)
36707,2023-04-10 07:31:55+00:00,2023-04-10 08:00:00+00:00,"[4.10805, 51.97008]",BENE,21147,265032000,POINT (4.10805 51.97008)
36708,2023-04-10 07:31:58+00:00,2023-04-10 08:00:00+00:00,"[4.10805, 51.97008]",BENE,21147,265032000,POINT (4.10805 51.97008)
36711,2023-04-10 10:09:56+00:00,2023-04-10 10:00:00+00:00,"[4.38738, 51.89617]",MERWE,21150,209151000,POINT (4.38738 51.89617)
36712,2023-04-10 10:04:52+00:00,2023-04-10 10:00:00+00:00,"[4.08458, 51.97374]",6PET,21151,566478000,POINT (4.08458 51.97374)
36713,2023-04-10 10:45:19+00:00,2023-04-10 11:00:00+00:00,"[4.12561, 51.96444]",CKVTTI,21152,538009986,POINT (4.12561 51.96444)
36714,2023-04-10 10:45:13+00:00,2023-04-10 11:00:00+00:00,"[4.12561, 51.96444]",CKVTTI,21152,538009986,POINT (4.12561 51.96444)
36715,2023-04-10 10:45:05+00:00,2023-04-10 11:00:00+00:00,"[4.12561, 51.96444]",CKVTTI,21152,538009986,POINT (4.12561 51.96444)
36716,2023-04-10 10:14:57+00:00,2023-04-10 10:00:00+00:00,"[4.07317, 51.98085]",AMALIA,21153,219038000,POINT (4.07317 51.98085)
36717,2023-04-10 10:09:58+00:00,2023-04-10 10:00:00+00:00,"[4.0586, 51.98507]",AMALIA,21153,219038000,POINT (4.0586 51.98507)
36720,2023-04-10 11:41:43+00:00,2023-04-10 12:00:00+00:00,"[4.30376, 51.89382]",STLAU,21155,244848000,POINT (4.30376 51.89382)
36723,2023-04-10 11:51:56+00:00,2023-04-10 12:00:00+00:00,"[4.15347, 51.9514]",7PET,21157,257630000,POINT (4.15347 51.9514)
36724,2023-04-10 11:46:58+00:00,2023-04-10 12:00:00+00:00,"[4.14288, 51.95661]",7PET,21157,257630000,POINT (4.14288 51.95661)
36732,2023-04-10 14:30:04+00:00,2023-04-10 15:00:00+00:00,"[4.29866, 51.89595]",NMBOT,21162,636018066,POINT (4.29866 51.89595)
36733,2023-04-10 14:30:19+00:00,2023-04-10 15:00:00+00:00,"[4.29866, 51.89595]",NMBOT,21162,636018066,POINT (4.29866 51.89595)
36734,2023-04-10 14:04:56+00:00,2023-04-10 14:00:00+00:00,"[4.41378, 51.90055]",WAAL,21163,245554000,POINT (4.41378 51.90055)
36735,2023-04-10 13:59:57+00:00,2023-04-10 14:00:00+00:00,"[4.39895, 51.8976]",WAAL,21163,245554000,POINT (4.39895 51.8976)
36736,2023-04-10 13:59:57+00:00,2023-04-10 14:00:00+00:00,"[4.0738, 51.97995]",PET8,21164,538006696,POINT (4.0738 51.97995)
36737,2023-04-10 13:54:30+00:00,2023-04-10 14:00:00+00:00,"[4.06403, 51.98329]",PET8,21164,538006696,POINT (4.06403 51.98329)
36738,2023-04-10 15:00:58+00:00,2023-04-10 15:00:00+00:00,"[4.40584, 51.89847]",WAAL,21165,212963000,POINT (4.40584 51.89847)
36739,2023-04-10 15:01:00+00:00,2023-04-10 15:00:00+00:00,"[4.0868, 51.98287]",NW HVH,21166,235080274,POINT (4.0868 51.98287)
36743,2023-04-10 13:13:38+00:00,2023-04-10 13:00:00+00:00,"[4.06321, 51.98374]",EURO,21169,220417000,POINT (4.06321 51.98374)
36750,2023-04-10 15:16:19+00:00,2023-04-10 15:00:00+00:00,"[4.14545, 51.95558]",7PET,21174,257980000,POINT (4.14545 51.95558)
36751,2023-04-10 15:16:19+00:00,2023-04-10 15:00:00+00:00,"[4.14545, 51.95558]",7PET,21174,257980000,POINT (4.14545 51.95558)
36752,2023-04-10 16:27:42+00:00,2023-04-10 16:00:00+00:00,"[4.14897, 51.95407]",7PET,21175,538009894,POINT (4.14897 51.95407)
36753,2023-04-10 16:37:58+00:00,2023-04-10 17:00:00+00:00,"[4.18077, 51.93827]",7PET,21175,538009894,POINT (4.18077 51.93827)
36754,2023-04-10 17:03:37+00:00,2023-04-10 17:00:00+00:00,"[4.3912, 51.89618]",PWAH,21176,255806476,POINT (4.3912 51.89618)
36758,2023-04-10 16:22:39+00:00,2023-04-10 16:00:00+00:00,"[4.0735, 51.98128]",SCHEUR,21179,374606000,POINT (4.0735 51.98128)
36759,2023-04-10 16:22:35+00:00,2023-04-10 16:00:00+00:00,"[4.0735, 51.98128]",SCHEUR,21179,374606000,POINT (4.0735 51.98128)
36760,2023-04-10 17:08:45+00:00,2023-04-10 17:00:00+00:00,"[4.17038, 51.94303]",7PET,21180,241372000,POINT (4.17038 51.94303)
36763,2023-04-10 18:24:26+00:00,2023-04-10 18:00:00+00:00,"[4.19651, 51.93032]",7PET,21183,305793000,POINT (4.19651 51.93032)
36764,2023-04-10 17:18:54+00:00,2023-04-10 17:00:00+00:00,"[4.08722, 51.97061]",EURO,21184,352853000,POINT (4.08722 51.97061)
36765,2023-04-10 17:08:42+00:00,2023-04-10 17:00:00+00:00,"[4.05978, 51.98426]",EURO,21184,352853000,POINT (4.05978 51.98426)
36766,2023-04-10 17:13:40+00:00,2023-04-10 17:00:00+00:00,"[4.07802, 51.97884]",EURO,21184,352853000,POINT (4.07802 51.97884)
