,to,to_rounded,to_location,from_haven,trip_ID,vessel_mmsi,geometry
14017,2022-10-06 21:26:59+00:00,2022-10-06 21:00:00+00:00,"[4.10965, 51.97026]",SCHEUR,8032,235074621,POINT (4.10965 51.97026)
14024,2022-10-06 22:37:22+00:00,2022-10-06 22:00:00+00:00,"[4.17241, 51.94256]",CKVTTI,8035,538007536,POINT (4.17241 51.94256)
14025,2022-10-06 22:58:39+00:00,2022-10-06 22:00:00+00:00,"[4.09691, 51.97477]",CKVTTI,8035,538007536,POINT (4.09691 51.97477)
14032,2022-10-06 23:33:30+00:00,2022-10-06 23:00:00+00:00,"[4.29451, 51.897]",3PET,8039,538006130,POINT (4.29451 51.897)
14033,2022-10-06 23:33:29+00:00,2022-10-06 23:00:00+00:00,"[4.29451, 51.897]",3PET,8039,538006130,POINT (4.29451 51.897)
14034,2022-10-06 23:48:51+00:00,2022-10-06 22:00:00+00:00,"[4.08528, 51.9761]",AMALIA,8040,566880000,POINT (4.08528 51.9761)
14035,2022-10-06 23:58:39+00:00,2022-10-06 22:00:00+00:00,"[4.04037, 51.99226]",AMALIA,8040,566880000,POINT (4.04037 51.99226)
14036,2022-10-06 23:58:41+00:00,2022-10-06 23:00:00+00:00,"[4.16983, 51.94477]",CK5PET,8041,256802000,POINT (4.16983 51.94477)
14037,2022-10-06 23:48:46+00:00,2022-10-06 23:00:00+00:00,"[4.08831, 51.96765]",EURO,8042,636013143,POINT (4.08831 51.96765)
14040,2022-10-07 00:14:01+00:00,2022-10-06 22:00:00+00:00,"[4.08251, 51.95218]",AMAZ,8044,371308000,POINT (4.08251 51.95218)
14041,2022-10-07 00:34:19+00:00,2022-10-06 22:00:00+00:00,"[4.07483, 51.98153]",AMAZ,8044,371308000,POINT (4.07483 51.98153)
14052,2022-10-07 02:40:20+00:00,2022-10-07 02:00:00+00:00,"[4.08209, 51.94933]",MISS,8050,538007497,POINT (4.08209 51.94933)
14053,2022-10-07 02:40:16+00:00,2022-10-07 02:00:00+00:00,"[4.08209, 51.94933]",MISS,8050,538007497,POINT (4.08209 51.94933)
14054,2022-10-07 02:45:20+00:00,2022-10-07 02:00:00+00:00,"[4.08443, 51.95659]",MISS,8050,538007497,POINT (4.08443 51.95659)
14055,2022-10-07 02:55:22+00:00,2022-10-07 02:00:00+00:00,"[4.1048, 51.97232]",SCHEUR,8051,538009228,POINT (4.1048 51.97232)
14056,2022-10-07 02:58:36+00:00,2022-10-07 03:00:00+00:00,"[4.0961, 51.97517]",SCHEUR,8051,538009228,POINT (4.0961 51.97517)
14063,2022-10-07 03:15:48+00:00,2022-10-07 01:00:00+00:00,"[4.08107, 51.97805]",YANG,8055,477148800,POINT (4.08107 51.97805)
14064,2022-10-07 03:15:46+00:00,2022-10-07 01:00:00+00:00,"[4.08107, 51.97805]",YANG,8055,477148800,POINT (4.08107 51.97805)
14065,2022-10-07 03:58:41+00:00,2022-10-07 03:00:00+00:00,"[4.08748, 51.97342]",AMALIA,8056,219631000,POINT (4.08748 51.97342)
14067,2022-10-07 04:28:37+00:00,2022-10-07 03:00:00+00:00,"[4.09026, 51.96866]",EURO,8058,354800000,POINT (4.09026 51.96866)
14068,2022-10-07 04:21:57+00:00,2022-10-07 03:00:00+00:00,"[4.07917, 51.96176]",EURO,8058,354800000,POINT (4.07917 51.96176)
14069,2022-10-07 04:27:01+00:00,2022-10-07 02:00:00+00:00,"[4.07889, 51.97979]",EURO,8059,636020327,POINT (4.07889 51.97979)
14070,2022-10-07 04:27:00+00:00,2022-10-07 03:00:00+00:00,"[4.07889, 51.97979]",EURO,8059,636020327,POINT (4.07889 51.97979)
14078,2022-10-07 05:37:51+00:00,2022-10-07 04:00:00+00:00,"[4.08305, 51.95299]",AMAZ,8064,218366000,POINT (4.08305 51.95299)
14079,2022-10-07 05:37:57+00:00,2022-10-07 05:00:00+00:00,"[4.16063, 51.94875]",7PET,8065,311000277,POINT (4.16063 51.94875)
14080,2022-10-07 05:53:19+00:00,2022-10-07 05:00:00+00:00,"[4.11731, 51.96799]",7PET,8065,311000277,POINT (4.11731 51.96799)
14083,2022-10-07 06:28:35+00:00,2022-10-07 06:00:00+00:00,"[4.1274, 51.96288]",ELBE,8067,374031000,POINT (4.1274 51.96288)
14084,2022-10-07 06:28:40+00:00,2022-10-07 06:00:00+00:00,"[4.1274, 51.96288]",ELBE,8067,374031000,POINT (4.1274 51.96288)
14088,2022-10-07 06:54:19+00:00,2022-10-07 06:00:00+00:00,"[4.08877, 51.9699]",YANG,8070,215063000,POINT (4.08877 51.9699)
14093,2022-10-07 08:30:22+00:00,2022-10-07 07:00:00+00:00,"[4.08853, 51.96805]",YANG,8073,370455000,POINT (4.08853 51.96805)
14094,2022-10-07 08:30:26+00:00,2022-10-07 07:00:00+00:00,"[4.08853, 51.96805]",YANG,8073,370455000,POINT (4.08853 51.96805)
14095,2022-10-07 09:21:38+00:00,2022-10-07 07:00:00+00:00,"[4.08353, 51.95758]",AMAZ,8074,369390000,POINT (4.08353 51.95758)
14096,2022-10-07 09:21:35+00:00,2022-10-07 07:00:00+00:00,"[4.08353, 51.95758]",AMAZ,8074,369390000,POINT (4.08353 51.95758)
14108,2022-10-07 11:23:33+00:00,2022-10-07 11:00:00+00:00,"[3.99977, 51.9714]",AMALIA,8080,636017045,POINT (3.99977 51.9714)
14109,2022-10-07 11:33:41+00:00,2022-10-07 11:00:00+00:00,"[4.01906, 51.97451]",AMALIA,8080,636017045,POINT (4.01906 51.97451)
14114,2022-10-07 11:58:34+00:00,2022-10-07 12:00:00+00:00,"[4.40433, 51.89902]",MERWE,8083,370677000,POINT (4.40433 51.89902)
14115,2022-10-07 11:58:39+00:00,2022-10-07 11:00:00+00:00,"[4.40433, 51.89902]",MERWE,8083,370677000,POINT (4.40433 51.89902)
14118,2022-10-07 11:58:36+00:00,2022-10-07 10:00:00+00:00,"[4.05762, 51.96559]",AMALIA,8085,636018912,POINT (4.05762 51.96559)
14119,2022-10-07 12:09:01+00:00,2022-10-07 11:00:00+00:00,"[4.08171, 51.96251]",AMALIA,8085,636018912,POINT (4.08171 51.96251)
14122,2022-10-07 12:14:01+00:00,2022-10-07 11:00:00+00:00,"[4.1578, 51.94991]",7PET,8087,240547000,POINT (4.1578 51.94991)
14123,2022-10-07 12:03:58+00:00,2022-10-07 11:00:00+00:00,"[4.1827, 51.93751]",7PET,8087,240547000,POINT (4.1827 51.93751)
14127,2022-10-07 12:44:17+00:00,2022-10-07 12:00:00+00:00,"[4.35034, 51.89848]",NMBOT,8089,215289000,POINT (4.35034 51.89848)
14128,2022-10-07 13:28:34+00:00,2022-10-07 12:00:00+00:00,"[4.41738, 51.90142]",WAAL,8090,538005907,POINT (4.41738 51.90142)
14129,2022-10-07 13:28:35+00:00,2022-10-07 12:00:00+00:00,"[4.41738, 51.90142]",WAAL,8090,538005907,POINT (4.41738 51.90142)
14135,2022-10-07 14:05:00+00:00,2022-10-07 14:00:00+00:00,"[4.30077, 51.896]",3PET,8094,538008887,POINT (4.30077 51.896)
14139,2022-10-07 14:55:16+00:00,2022-10-07 14:00:00+00:00,"[4.14302, 51.95704]",5PET,8096,636014868,POINT (4.14302 51.95704)
14140,2022-10-07 14:45:15+00:00,2022-10-07 14:00:00+00:00,"[4.16323, 51.94518]",5PET,8096,636014868,POINT (4.16323 51.94518)
14146,2022-10-07 15:45:39+00:00,2022-10-07 13:00:00+00:00,"[4.07425, 51.96221]",AMALIA,8099,477318700,POINT (4.07425 51.96221)
14147,2022-10-07 15:40:43+00:00,2022-10-07 13:00:00+00:00,"[4.05741, 51.96602]",AMALIA,8099,477318700,POINT (4.05741 51.96602)
14149,2022-10-07 16:05:55+00:00,2022-10-07 15:00:00+00:00,"[4.11155, 51.96969]",BENE,8101,241160000,POINT (4.11155 51.96969)
14150,2022-10-07 16:05:55+00:00,2022-10-07 15:00:00+00:00,"[4.11155, 51.96969]",SCHEUR,8101,241160000,POINT (4.11155 51.96969)
14151,2022-10-07 16:10:59+00:00,2022-10-07 16:00:00+00:00,"[4.19786, 51.92941]",CK7PET,8102,538005550,POINT (4.19786 51.92941)
