,to,to_rounded,to_location,from_haven,trip_ID,vessel_mmsi,geometry
28614,2023-01-31 21:13:12+00:00,2023-01-31 21:00:00+00:00,"[4.14282, 51.95766]",5PET,16396,538008326,POINT (4.14282 51.95766)
28615,2023-01-31 22:08:50+00:00,2023-01-31 21:00:00+00:00,"[4.3197, 51.89445]",NMBOT,16397,538004239,POINT (4.3197 51.89445)
28617,2023-01-31 23:39:59+00:00,2023-01-31 22:00:00+00:00,"[4.08517, 51.97517]",YANG,16399,215196000,POINT (4.08517 51.97517)
28618,2023-01-31 23:39:59+00:00,2023-01-31 22:00:00+00:00,"[4.08517, 51.97517]",YANG,16399,215196000,POINT (4.08517 51.97517)
28633,2023-02-01 02:47:31+00:00,2023-02-01 02:00:00+00:00,"[4.35142, 51.89825]",2PET,16406,219274000,POINT (4.35142 51.89825)
28634,2023-02-01 02:47:41+00:00,2023-02-01 02:00:00+00:00,"[4.35142, 51.89825]",2PET,16406,219274000,POINT (4.35142 51.89825)
28636,2023-02-01 02:57:41+00:00,2023-02-01 02:00:00+00:00,"[4.18364, 51.93669]",CK7PET,16408,538009197,POINT (4.18364 51.93669)
28637,2023-02-01 02:57:40+00:00,2023-02-01 02:00:00+00:00,"[4.18364, 51.93669]",CK7PET,16408,538009197,POINT (4.18364 51.93669)
28638,2023-02-01 02:47:42+00:00,2023-02-01 02:00:00+00:00,"[3.99909, 51.96088]",AMALIA,16409,356712000,POINT (3.99909 51.96088)
28639,2023-02-01 03:13:01+00:00,2023-02-01 01:00:00+00:00,"[4.02773, 51.9731]",AMALIA,16409,356712000,POINT (4.02773 51.9731)
28640,2023-02-01 03:43:15+00:00,2023-02-01 02:00:00+00:00,"[4.08695, 51.97112]",AMALIA,16409,356712000,POINT (4.08695 51.97112)
28641,2023-02-01 03:48:19+00:00,2023-02-01 01:00:00+00:00,"[4.07731, 51.97887]",AMALIA,16409,356712000,POINT (4.07731 51.97887)
28645,2023-02-01 04:23:44+00:00,2023-02-01 03:00:00+00:00,"[4.17163, 51.94303]",CKVTTI,16412,538005775,POINT (4.17163 51.94303)
28646,2023-02-01 04:23:44+00:00,2023-02-01 03:00:00+00:00,"[4.17163, 51.94303]",CKVTTI,16412,538005775,POINT (4.17163 51.94303)
28656,2023-02-01 06:15:08+00:00,2023-02-01 05:00:00+00:00,"[4.08891, 51.97031]",EURO,16418,209979000,POINT (4.08891 51.97031)
28657,2023-02-01 06:10:01+00:00,2023-02-01 05:00:00+00:00,"[4.08405, 51.96348]",EURO,16418,209979000,POINT (4.08405 51.96348)
28658,2023-02-01 05:59:59+00:00,2023-02-01 06:00:00+00:00,"[4.29122, 51.8983]",BOTL,16419,210362000,POINT (4.29122 51.8983)
28659,2023-02-01 06:04:56+00:00,2023-02-01 05:00:00+00:00,"[4.27712, 51.90173]",BOTL,16419,210362000,POINT (4.27712 51.90173)
28660,2023-02-01 07:16:08+00:00,2023-02-01 06:00:00+00:00,"[4.30808, 51.89259]",3PET,16420,403639000,POINT (4.30808 51.89259)
28661,2023-02-01 07:21:05+00:00,2023-02-01 06:00:00+00:00,"[4.29507, 51.89744]",3PET,16420,403639000,POINT (4.29507 51.89744)
28667,2023-02-01 08:01:14+00:00,2023-02-01 07:00:00+00:00,"[4.30417, 51.89353]",BOTL,16424,563093400,POINT (4.30417 51.89353)
28668,2023-02-01 08:01:14+00:00,2023-02-01 08:00:00+00:00,"[4.30417, 51.89353]",BOTL,16424,563093400,POINT (4.30417 51.89353)
28677,2023-02-01 08:57:10+00:00,2023-02-01 08:00:00+00:00,"[4.30484, 51.88918]",1WH,16428,273217290,POINT (4.30484 51.88918)
28678,2023-02-01 08:57:14+00:00,2023-02-01 08:00:00+00:00,"[4.30484, 51.88918]",1WH,16428,273217290,POINT (4.30484 51.88918)
28683,2023-02-01 09:27:16+00:00,2023-02-01 09:00:00+00:00,"[4.01273, 51.97597]",AMALIA,16432,477711300,POINT (4.01273 51.97597)
28684,2023-02-01 09:32:40+00:00,2023-02-01 09:00:00+00:00,"[4.03232, 51.97188]",AMALIA,16432,477711300,POINT (4.03232 51.97188)
28685,2023-02-01 10:13:02+00:00,2023-02-01 09:00:00+00:00,"[4.3735, 51.89913]",PWAH,16433,538002955,POINT (4.3735 51.89913)
28686,2023-02-01 10:23:05+00:00,2023-02-01 10:00:00+00:00,"[4.33039, 51.89474]",PWAH,16433,538002955,POINT (4.33039 51.89474)
28687,2023-02-01 10:23:12+00:00,2023-02-01 09:00:00+00:00,"[4.0864, 51.96563]",EURO,16434,636015646,POINT (4.0864 51.96563)
28688,2023-02-01 10:28:19+00:00,2023-02-01 08:00:00+00:00,"[4.08081, 51.97945]",EURO,16434,636015646,POINT (4.08081 51.97945)
28689,2023-02-01 10:53:45+00:00,2023-02-01 09:00:00+00:00,"[4.29135, 51.89821]",STLAU,16435,636017065,POINT (4.29135 51.89821)
28692,2023-02-01 11:08:55+00:00,2023-02-01 10:00:00+00:00,"[4.29087, 51.89832]",TORONT,16437,538009684,POINT (4.29087 51.89832)
28693,2023-02-01 11:03:55+00:00,2023-02-01 10:00:00+00:00,"[4.30585, 51.89455]",TORONT,16437,538009684,POINT (4.30585 51.89455)
28694,2023-02-01 11:29:20+00:00,2023-02-01 11:00:00+00:00,"[4.16262, 51.9484]",CKVTTI,16438,538007535,POINT (4.16262 51.9484)
28695,2023-02-01 11:29:13+00:00,2023-02-01 10:00:00+00:00,"[4.16262, 51.9484]",CKVTTI,16438,538007535,POINT (4.16262 51.9484)
28698,2023-02-01 11:33:38+00:00,2023-02-01 11:00:00+00:00,"[4.27781, 51.88514]",STLAU,16440,244810513,POINT (4.27781 51.88514)
28699,2023-02-01 12:04:52+00:00,2023-02-01 11:00:00+00:00,"[4.29707, 51.89637]",BOTL,16441,538005775,POINT (4.29707 51.89637)
28700,2023-02-01 12:04:51+00:00,2023-02-01 11:00:00+00:00,"[4.29707, 51.89637]",BOTL,16441,538005775,POINT (4.29707 51.89637)
28710,2023-02-01 13:40:41+00:00,2023-02-01 12:00:00+00:00,"[4.19028, 51.93366]",7PET,16448,414741000,POINT (4.19028 51.93366)
28711,2023-02-01 13:35:38+00:00,2023-02-01 12:00:00+00:00,"[4.20053, 51.92836]",7PET,16448,414741000,POINT (4.20053 51.92836)
28713,2023-02-01 14:21:53+00:00,2023-02-01 14:00:00+00:00,"[4.1729, 51.9423]",7PET,16450,256312000,POINT (4.1729 51.9423)
28714,2023-02-01 14:06:29+00:00,2023-02-01 14:00:00+00:00,"[4.20529, 51.92555]",7PET,16450,256312000,POINT (4.20529 51.92555)
28715,2023-02-01 14:16:40+00:00,2023-02-01 13:00:00+00:00,"[4.12657, 51.96436]",CKVTTI,16451,374007000,POINT (4.12657 51.96436)
28716,2023-02-01 14:16:36+00:00,2023-02-01 12:00:00+00:00,"[4.12657, 51.96436]",CKVTTI,16451,374007000,POINT (4.12657 51.96436)
28717,2023-02-01 14:46:58+00:00,2023-02-01 14:00:00+00:00,"[4.29463, 51.89751]",3PET,16452,255804290,POINT (4.29463 51.89751)
28721,2023-02-01 15:42:38+00:00,2023-02-01 15:00:00+00:00,"[4.30625, 51.8962]",1PET,16455,636019180,POINT (4.30625 51.8962)
28722,2023-02-01 15:37:27+00:00,2023-02-01 15:00:00+00:00,"[4.32626, 51.89422]",1PET,16455,636019180,POINT (4.32626 51.89422)
28726,2023-02-01 16:02:45+00:00,2023-02-01 14:00:00+00:00,"[4.07322, 51.96131]",AMALIA,16458,248728000,POINT (4.07322 51.96131)
28727,2023-02-01 16:12:58+00:00,2023-02-01 15:00:00+00:00,"[4.21689, 51.91959]",BRITH,16459,248744000,POINT (4.21689 51.91959)
28728,2023-02-01 16:53:38+00:00,2023-02-01 16:00:00+00:00,"[4.08853, 51.9727]",EURO,16460,636093093,POINT (4.08853 51.9727)
28729,2023-02-01 16:53:30+00:00,2023-02-01 16:00:00+00:00,"[4.08853, 51.9727]",EURO,16460,636093093,POINT (4.08853 51.9727)
28730,2023-02-01 16:53:38+00:00,2023-02-01 14:00:00+00:00,"[4.12585, 51.96478]",CKVTTI,16461,354536000,POINT (4.12585 51.96478)
28731,2023-02-01 16:53:35+00:00,2023-02-01 16:00:00+00:00,"[4.12585, 51.96478]",CKVTTI,16461,354536000,POINT (4.12585 51.96478)
28732,2023-02-01 16:28:15+00:00,2023-02-01 16:00:00+00:00,"[4.37087, 51.8994]",PWAH,16462,538008845,POINT (4.37087 51.8994)
28733,2023-02-01 16:28:17+00:00,2023-02-01 16:00:00+00:00,"[4.37087, 51.8994]",PWAH,16462,538008845,POINT (4.37087 51.8994)
28740,2023-02-01 17:54:17+00:00,2023-02-01 17:00:00+00:00,"[4.42364, 51.9024]",WAAL,16468,352002338,POINT (4.42364 51.9024)
28741,2023-02-01 17:59:26+00:00,2023-02-01 17:00:00+00:00,"[4.40874, 51.89979]",WAAL,16468,352002338,POINT (4.40874 51.89979)
28753,2023-02-01 18:54:56+00:00,2023-02-01 18:00:00+00:00,"[4.2248, 51.90997]",BRITH,16474,232045761,POINT (4.2248 51.90997)
28754,2023-02-01 18:39:55+00:00,2023-02-01 18:00:00+00:00,"[4.17998, 51.93883]",CKVTTI,16475,257731000,POINT (4.17998 51.93883)
28755,2023-02-01 18:39:59+00:00,2023-02-01 18:00:00+00:00,"[4.17998, 51.93883]",CKVTTI,16475,257731000,POINT (4.17998 51.93883)
28760,2023-02-01 19:50:43+00:00,2023-02-01 19:00:00+00:00,"[4.12299, 51.96595]",CKVTTI,16478,310786000,POINT (4.12299 51.96595)
28761,2023-02-01 19:50:35+00:00,2023-02-01 19:00:00+00:00,"[4.12299, 51.96595]",CKVTTI,16478,310786000,POINT (4.12299 51.96595)
28764,2023-02-01 19:40:33+00:00,2023-02-01 19:00:00+00:00,"[4.16764, 51.94551]",CKVTTI,16480,229915000,POINT (4.16764 51.94551)
28767,2023-02-01 20:20:56+00:00,2023-02-01 20:00:00+00:00,"[4.20474, 51.92606]",BRITH,16482,249679000,POINT (4.20474 51.92606)
28768,2023-02-01 20:51:35+00:00,2023-02-01 20:00:00+00:00,"[4.29663, 51.8966]",3PET,16483,235076731,POINT (4.29663 51.8966)
28769,2023-02-01 21:01:35+00:00,2023-02-01 20:00:00+00:00,"[4.26352, 51.90727]",3PET,16483,235076731,POINT (4.26352 51.90727)
28770,2023-02-01 21:27:18+00:00,2023-02-01 21:00:00+00:00,"[4.0886, 51.96555]",6PET,16484,248033000,POINT (4.0886 51.96555)
28771,2023-02-01 21:27:20+00:00,2023-02-01 20:00:00+00:00,"[4.0886, 51.96555]",6PET,16484,248033000,POINT (4.0886 51.96555)
28774,2023-02-01 21:52:29+00:00,2023-02-01 21:00:00+00:00,"[4.40705, 51.89972]",MERWE,16486,305361000,POINT (4.40705 51.89972)
28783,2023-02-01 22:37:57+00:00,2023-02-01 22:00:00+00:00,"[4.29677, 51.89657]",2WH,16491,248298000,POINT (4.29677 51.89657)
28784,2023-02-01 22:37:57+00:00,2023-02-01 22:00:00+00:00,"[4.29677, 51.89657]",2WH,16491,248298000,POINT (4.29677 51.89657)
28785,2023-02-01 23:34:18+00:00,2023-02-01 22:00:00+00:00,"[4.05618, 51.98902]",PET8,16492,257089150,POINT (4.05618 51.98902)
28786,2023-02-01 23:19:17+00:00,2023-02-01 22:00:00+00:00,"[4.08297, 51.96283]",PET8,16492,257089150,POINT (4.08297 51.96283)
28787,2023-02-02 00:05:00+00:00,2023-02-01 23:00:00+00:00,"[4.04881, 51.98949]",LNG,16493,241669000,POINT (4.04881 51.98949)
28788,2023-02-01 23:59:55+00:00,2023-02-01 23:00:00+00:00,"[4.06477, 51.98438]",LNG,16493,241669000,POINT (4.06477 51.98438)
28796,2023-02-02 02:11:37+00:00,2023-02-02 01:00:00+00:00,"[4.08773, 51.96332]",6PET,16498,477201500,POINT (4.08773 51.96332)
28797,2023-02-02 02:06:14+00:00,2023-02-02 01:00:00+00:00,"[4.08481, 51.95358]",6PET,16498,477201500,POINT (4.08481 51.95358)
28800,2023-02-02 02:21:43+00:00,2023-02-02 01:00:00+00:00,"[4.08472, 51.97495]",AMAZ,16500,248030000,POINT (4.08472 51.97495)
28801,2023-02-02 02:21:39+00:00,2023-02-02 01:00:00+00:00,"[4.08472, 51.97495]",AMAZ,16500,248030000,POINT (4.08472 51.97495)
28802,2023-02-02 02:21:33+00:00,2023-02-02 02:00:00+00:00,"[4.08019, 51.96102]",EURO,16501,248089000,POINT (4.08019 51.96102)
28803,2023-02-02 02:31:59+00:00,2023-02-02 02:00:00+00:00,"[4.08551, 51.97524]",EURO,16501,248089000,POINT (4.08551 51.97524)
28804,2023-02-02 02:26:40+00:00,2023-02-02 02:00:00+00:00,"[4.2059, 51.92542]",7PET,16502,636015007,POINT (4.2059 51.92542)
28805,2023-02-02 03:07:18+00:00,2023-02-02 02:00:00+00:00,"[4.08548, 51.97533]",AMALIA,16503,219629000,POINT (4.08548 51.97533)
28806,2023-02-02 03:07:13+00:00,2023-02-02 01:00:00+00:00,"[4.08548, 51.97533]",AMALIA,16503,219629000,POINT (4.08548 51.97533)
28807,2023-02-02 03:47:42+00:00,2023-02-02 03:00:00+00:00,"[4.29723, 51.89677]",BOTL,16504,538010224,POINT (4.29723 51.89677)
28808,2023-02-02 03:58:11+00:00,2023-02-02 03:00:00+00:00,"[4.26142, 51.9076]",STLAU,16504,538010224,POINT (4.26142 51.9076)
28811,2023-02-02 04:03:19+00:00,2023-02-02 03:00:00+00:00,"[4.14893, 51.95493]",CKVTTI,16506,538005804,POINT (4.14893 51.95493)
28812,2023-02-02 03:52:53+00:00,2023-02-02 03:00:00+00:00,"[4.17547, 51.94232]",CKVTTI,16506,538005804,POINT (4.17547 51.94232)
28813,2023-02-02 04:28:28+00:00,2023-02-02 03:00:00+00:00,"[4.09058, 51.97572]",CKMV,16507,636014481,POINT (4.09058 51.97572)
28814,2023-02-02 04:28:29+00:00,2023-02-02 03:00:00+00:00,"[4.09058, 51.97572]",CKMV,16507,636014481,POINT (4.09058 51.97572)
28815,2023-02-02 05:24:27+00:00,2023-02-02 05:00:00+00:00,"[4.30808, 51.8914]",3PET,16508,219374000,POINT (4.30808 51.8914)
28833,2023-02-02 08:41:15+00:00,2023-02-02 08:00:00+00:00,"[4.42189, 51.90192]",WAAL,16519,229476000,POINT (4.42189 51.90192)
28838,2023-02-02 09:52:18+00:00,2023-02-02 07:00:00+00:00,"[4.00581, 52.00853]",2WH,16523,311036900,POINT (4.00581 52.00853)
28843,2023-02-02 10:02:21+00:00,2023-02-02 09:00:00+00:00,"[4.29888, 51.89598]",3PET,16527,256212000,POINT (4.29888 51.89598)
28844,2023-02-02 10:02:16+00:00,2023-02-02 09:00:00+00:00,"[4.29888, 51.89598]",3PET,16527,256212000,POINT (4.29888 51.89598)
28850,2023-02-02 11:38:43+00:00,2023-02-02 11:00:00+00:00,"[4.29161, 51.89792]",BOTL,16530,310690000,POINT (4.29161 51.89792)
28851,2023-02-02 11:38:34+00:00,2023-02-02 11:00:00+00:00,"[4.29161, 51.89792]",BOTL,16530,310690000,POINT (4.29161 51.89792)
28852,2023-02-02 12:09:16+00:00,2023-02-02 09:00:00+00:00,"[4.40194, 51.89842]",WAAL,16531,538007951,POINT (4.40194 51.89842)
28853,2023-02-02 12:09:17+00:00,2023-02-02 09:00:00+00:00,"[4.40194, 51.89842]",WAAL,16531,538007951,POINT (4.40194 51.89842)
28857,2023-02-02 13:19:55+00:00,2023-02-02 12:00:00+00:00,"[4.33444, 51.89402]",NMBOT,16534,563163100,POINT (4.33444 51.89402)
28858,2023-02-02 13:29:54+00:00,2023-02-02 12:00:00+00:00,"[4.30052, 51.89662]",NMBOT,16534,563163100,POINT (4.30052 51.89662)
28860,2023-02-02 13:19:53+00:00,2023-02-02 12:00:00+00:00,"[4.113, 51.97017]",CKVTTI,16536,636022072,POINT (4.113 51.97017)
28861,2023-02-02 12:54:55+00:00,2023-02-02 12:00:00+00:00,"[4.1795, 51.94067]",CKVTTI,16536,636022072,POINT (4.1795 51.94067)
28865,2023-02-02 13:55:16+00:00,2023-02-02 12:00:00+00:00,"[4.12161, 51.96667]",4PET,16539,271051063,POINT (4.12161 51.96667)
28866,2023-02-02 14:05:17+00:00,2023-02-02 13:00:00+00:00,"[4.08348, 51.97851]",4PET,16539,271051063,POINT (4.08348 51.97851)
28874,2023-02-02 15:21:41+00:00,2023-02-02 14:00:00+00:00,"[4.36016, 51.89934]",2PET,16544,538005117,POINT (4.36016 51.89934)
28878,2023-02-02 16:32:27+00:00,2023-02-02 15:00:00+00:00,"[4.27114, 51.90381]",BOTL,16547,636092985,POINT (4.27114 51.90381)
28879,2023-02-02 16:27:29+00:00,2023-02-02 15:00:00+00:00,"[4.28683, 51.89852]",BOTL,16547,636092985,POINT (4.28683 51.89852)
28883,2023-02-02 17:28:12+00:00,2023-02-02 17:00:00+00:00,"[4.06573, 51.9633]",AMALIA,16550,248247000,POINT (4.06573 51.9633)
28884,2023-02-02 17:38:17+00:00,2023-02-02 16:00:00+00:00,"[4.08823, 51.97383]",AMALIA,16550,248247000,POINT (4.08823 51.97383)
28885,2023-02-02 17:33:16+00:00,2023-02-02 16:00:00+00:00,"[4.06351, 51.98494]",AMAZ,16551,352001747,POINT (4.06351 51.98494)
28908,2023-02-02 19:59:54+00:00,2023-02-02 19:00:00+00:00,"[4.30235, 51.89609]",STLAU,16564,352001035,POINT (4.30235 51.89609)
28909,2023-02-02 20:44:46+00:00,2023-02-02 19:00:00+00:00,"[4.13539, 51.9607]",BRITH,16565,248701000,POINT (4.13539 51.9607)
28910,2023-02-02 20:40:18+00:00,2023-02-02 19:00:00+00:00,"[4.14934, 51.95455]",BRITH,16565,248701000,POINT (4.14934 51.95455)
28913,2023-02-02 21:15:57+00:00,2023-02-02 20:00:00+00:00,"[4.08545, 51.95888]",MISS,16567,352980770,POINT (4.08545 51.95888)
28914,2023-02-02 21:20:58+00:00,2023-02-02 20:00:00+00:00,"[4.08809, 51.97209]",MISS,16567,352980770,POINT (4.08809 51.97209)
28917,2023-02-02 21:26:17+00:00,2023-02-02 21:00:00+00:00,"[4.18462, 51.93677]",CK7PET,16569,403639000,POINT (4.18462 51.93677)
28918,2023-02-02 21:26:19+00:00,2023-02-02 21:00:00+00:00,"[4.18462, 51.93677]",CK7PET,16569,403639000,POINT (4.18462 51.93677)
28919,2023-02-02 21:21:00+00:00,2023-02-02 21:00:00+00:00,"[4.33276, 51.89434]",NMBOT,16570,664288000,POINT (4.33276 51.89434)
28920,2023-02-02 21:20:59+00:00,2023-02-02 21:00:00+00:00,"[4.33276, 51.89434]",NMBOT,16570,664288000,POINT (4.33276 51.89434)
28921,2023-02-02 21:46:11+00:00,2023-02-02 21:00:00+00:00,"[4.04772, 51.98961]",LNG,16571,309481000,POINT (4.04772 51.98961)
28922,2023-02-02 21:41:18+00:00,2023-02-02 20:00:00+00:00,"[4.06225, 51.98475]",LNG,16571,309481000,POINT (4.06225 51.98475)
28927,2023-02-02 22:57:20+00:00,2023-02-02 22:00:00+00:00,"[4.28991, 51.89838]",BOTL,16574,477455800,POINT (4.28991 51.89838)
28928,2023-02-02 22:57:12+00:00,2023-02-02 22:00:00+00:00,"[4.28991, 51.89838]",BOTL,16574,477455800,POINT (4.28991 51.89838)
28934,2023-02-03 00:13:35+00:00,2023-02-02 22:00:00+00:00,"[4.01846, 51.97491]",AMALIA,16578,248729000,POINT (4.01846 51.97491)
28935,2023-02-03 00:03:17+00:00,2023-02-02 23:00:00+00:00,"[4.00037, 51.96241]",AMALIA,16578,248729000,POINT (4.00037 51.96241)
28936,2023-02-03 00:48:44+00:00,2023-02-03 00:00:00+00:00,"[4.06826, 51.96145]",EURO,16579,636092682,POINT (4.06826 51.96145)
28937,2023-02-03 00:58:51+00:00,2023-02-03 00:00:00+00:00,"[4.09024, 51.96913]",EURO,16579,636092682,POINT (4.09024 51.96913)
28943,2023-02-03 02:59:54+00:00,2023-02-03 02:00:00+00:00,"[4.35198, 51.89793]",2PET,16582,241522000,POINT (4.35198 51.89793)
28944,2023-02-03 02:59:58+00:00,2023-02-03 02:00:00+00:00,"[4.35198, 51.89793]",2PET,16582,241522000,POINT (4.35198 51.89793)
28947,2023-02-03 04:26:18+00:00,2023-02-03 03:00:00+00:00,"[4.08789, 51.96981]",YANG,16584,563163100,POINT (4.08789 51.96981)
28948,2023-02-03 04:26:20+00:00,2023-02-03 03:00:00+00:00,"[4.08789, 51.96981]",YANG,16584,563163100,POINT (4.08789 51.96981)
28949,2023-02-03 04:15:55+00:00,2023-02-03 04:00:00+00:00,"[4.0763, 51.98028]",EURO,16585,310690000,POINT (4.0763 51.98028)
28950,2023-02-03 04:11:02+00:00,2023-02-03 04:00:00+00:00,"[4.08886, 51.96883]",EURO,16585,310690000,POINT (4.08886 51.96883)
28955,2023-02-03 04:36:16+00:00,2023-02-03 04:00:00+00:00,"[4.14998, 51.95419]",7PET,16587,219280000,POINT (4.14998 51.95419)
28956,2023-02-03 04:56:54+00:00,2023-02-03 04:00:00+00:00,"[4.06948, 51.98309]",7PET,16587,219280000,POINT (4.06948 51.98309)
28965,2023-02-03 08:19:49+00:00,2023-02-03 08:00:00+00:00,"[4.07841, 51.96142]",EURO,16593,255806121,POINT (4.07841 51.96142)
28966,2023-02-03 08:24:57+00:00,2023-02-03 08:00:00+00:00,"[4.08763, 51.96996]",EURO,16593,255806121,POINT (4.08763 51.96996)
28971,2023-02-03 08:54:51+00:00,2023-02-03 07:00:00+00:00,"[4.0584, 51.9657]",AMALIA,16596,215079000,POINT (4.0584 51.9657)
28974,2023-02-03 08:55:00+00:00,2023-02-03 08:00:00+00:00,"[4.11269, 51.96901]",SCHEUR,16599,636016070,POINT (4.11269 51.96901)
28975,2023-02-03 08:59:59+00:00,2023-02-03 08:00:00+00:00,"[4.10146, 51.97277]",SCHEUR,16599,636016070,POINT (4.10146 51.97277)
28982,2023-02-03 10:06:43+00:00,2023-02-03 08:00:00+00:00,"[4.08774, 51.97048]",AMALIA,16603,228397600,POINT (4.08774 51.97048)
28983,2023-02-03 10:11:32+00:00,2023-02-03 08:00:00+00:00,"[4.07815, 51.97891]",AMALIA,16603,228397600,POINT (4.07815 51.97891)
28984,2023-02-03 10:01:17+00:00,2023-02-03 08:00:00+00:00,"[4.08257, 51.96325]",AMALIA,16603,228397600,POINT (4.08257 51.96325)
28988,2023-02-03 10:52:18+00:00,2023-02-03 10:00:00+00:00,"[4.16905, 51.94483]",CKVTTI,16606,538010017,POINT (4.16905 51.94483)
28989,2023-02-03 11:12:24+00:00,2023-02-03 10:00:00+00:00,"[4.11783, 51.96801]",CKVTTI,16606,538010017,POINT (4.11783 51.96801)
28990,2023-02-03 11:22:37+00:00,2023-02-03 11:00:00+00:00,"[4.13422, 51.96203]",CK5PET,16607,256177000,POINT (4.13422 51.96203)
28991,2023-02-03 11:32:44+00:00,2023-02-03 10:00:00+00:00,"[4.32565, 51.89442]",1PET,16608,371737000,POINT (4.32565 51.89442)
28995,2023-02-03 12:13:43+00:00,2023-02-03 11:00:00+00:00,"[4.36542, 51.89997]",PWAH,16611,636091136,POINT (4.36542 51.89997)
28996,2023-02-03 12:13:24+00:00,2023-02-03 12:00:00+00:00,"[4.31572, 51.89515]",1PET,16612,205769000,POINT (4.31572 51.89515)
28999,2023-02-03 12:43:53+00:00,2023-02-03 12:00:00+00:00,"[4.15024, 51.95384]",7PET,16614,352001678,POINT (4.15024 51.95384)
29000,2023-02-03 12:54:00+00:00,2023-02-03 12:00:00+00:00,"[4.11113, 51.97073]",7PET,16614,352001678,POINT (4.11113 51.97073)
29007,2023-02-03 14:45:29+00:00,2023-02-03 14:00:00+00:00,"[4.08905, 51.97233]",AMAZ,16618,636092782,POINT (4.08905 51.97233)
29008,2023-02-03 14:45:35+00:00,2023-02-03 14:00:00+00:00,"[4.08905, 51.97233]",AMAZ,16618,636092782,POINT (4.08905 51.97233)
29009,2023-02-03 14:30:20+00:00,2023-02-03 14:00:00+00:00,"[4.21097, 51.92295]",7PET,16619,219031444,POINT (4.21097 51.92295)
29023,2023-02-03 15:56:28+00:00,2023-02-03 15:00:00+00:00,"[4.38834, 51.89703]",FRISO,16627,236407000,POINT (4.38834 51.89703)
29025,2023-02-03 17:52:46+00:00,2023-02-03 17:00:00+00:00,"[4.08875, 51.967]",MISS,16629,229695000,POINT (4.08875 51.967)
29026,2023-02-03 17:47:43+00:00,2023-02-03 17:00:00+00:00,"[4.08467, 51.95291]",MISS,16629,229695000,POINT (4.08467 51.95291)
29027,2023-02-03 17:57:48+00:00,2023-02-03 17:00:00+00:00,"[4.40164, 51.89836]",WAAL,16630,255806483,POINT (4.40164 51.89836)
29028,2023-02-03 17:52:52+00:00,2023-02-03 17:00:00+00:00,"[4.41691, 51.90129]",WAAL,16630,255806483,POINT (4.41691 51.90129)
29029,2023-02-03 17:47:41+00:00,2023-02-03 17:00:00+00:00,"[4.26924, 51.90462]",3PET,16631,538002583,POINT (4.26924 51.90462)
29030,2023-02-03 18:07:53+00:00,2023-02-03 17:00:00+00:00,"[4.21387, 51.92141]",BRITH,16632,636015819,POINT (4.21387 51.92141)
29031,2023-02-03 18:02:48+00:00,2023-02-03 17:00:00+00:00,"[4.22139, 51.91551]",BRITH,16632,636015819,POINT (4.22139 51.91551)
29032,2023-02-03 17:57:42+00:00,2023-02-03 17:00:00+00:00,"[4.39521, 51.89515]",PWAH,16633,246293000,POINT (4.39521 51.89515)
29034,2023-02-03 18:43:34+00:00,2023-02-03 18:00:00+00:00,"[4.17759, 51.94043]",CKVTTI,16635,636016005,POINT (4.17759 51.94043)
29035,2023-02-03 18:38:19+00:00,2023-02-03 18:00:00+00:00,"[4.18843, 51.93526]",CKVTTI,16635,636016005,POINT (4.18843 51.93526)
29036,2023-02-03 18:33:17+00:00,2023-02-03 18:00:00+00:00,"[4.20442, 51.92574]",7PET,16636,229365000,POINT (4.20442 51.92574)
29037,2023-02-03 18:43:34+00:00,2023-02-03 18:00:00+00:00,"[4.19157, 51.93317]",7PET,16636,229365000,POINT (4.19157 51.93317)
29042,2023-02-03 21:15:19+00:00,2023-02-03 20:00:00+00:00,"[4.08843, 51.96825]",PET8,16639,538004487,POINT (4.08843 51.96825)
29043,2023-02-03 21:15:16+00:00,2023-02-03 20:00:00+00:00,"[4.08843, 51.96825]",PET8,16639,538004487,POINT (4.08843 51.96825)
29050,2023-02-03 22:56:35+00:00,2023-02-03 22:00:00+00:00,"[4.06553, 51.96405]",AMALIA,16642,636017173,POINT (4.06553 51.96405)
29051,2023-02-03 22:56:29+00:00,2023-02-03 22:00:00+00:00,"[4.06553, 51.96405]",AMALIA,16642,636017173,POINT (4.06553 51.96405)
29052,2023-02-03 23:22:16+00:00,2023-02-03 23:00:00+00:00,"[4.08328, 51.97691]",6PET,16643,538010128,POINT (4.08328 51.97691)
29053,2023-02-03 23:17:07+00:00,2023-02-03 22:00:00+00:00,"[4.08794, 51.96596]",6PET,16643,538010128,POINT (4.08794 51.96596)
29055,2023-02-04 00:07:12+00:00,2023-02-03 23:00:00+00:00,"[4.37671, 51.89887]",WAAL,16645,370092000,POINT (4.37671 51.89887)
29056,2023-02-03 23:57:18+00:00,2023-02-03 23:00:00+00:00,"[4.41566, 51.90128]",WAAL,16645,370092000,POINT (4.41566 51.90128)
29057,2023-02-04 00:07:18+00:00,2023-02-03 23:00:00+00:00,"[4.0832, 51.96104]",EURO,16646,636017916,POINT (4.0832 51.96104)
29058,2023-02-04 00:07:18+00:00,2023-02-03 23:00:00+00:00,"[4.0832, 51.96104]",EURO,16646,636017916,POINT (4.0832 51.96104)
29061,2023-02-04 00:32:35+00:00,2023-02-03 23:00:00+00:00,"[4.08962, 51.9676]",YANG,16648,477883300,POINT (4.08962 51.9676)
